Time,GSR
'0:0:0.0,3.3121
'0:0:0.1,3.3110
'0:0:0.2,3.3104
'0:0:0.3,3.3099
'0:0:0.4,3.3093
'0:0:0.5,3.3085
'0:0:0.6,3.3077
'0:0:0.7,3.3071
'0:0:0.8,3.3063
'0:0:0.9,3.3058
'0:0:1.0,3.3050
'0:0:1.1,3.3041
'0:0:1.2,3.3036
'0:0:1.3,3.3028
'0:0:1.4,3.3017
'0:0:1.5,3.3014
'0:0:1.6,3.3009
'0:0:1.7,3.3003
'0:0:1.8,3.3001
'0:0:1.9,3.2998
'0:0:2.0,3.2992
'0:0:2.1,3.2990
'0:0:2.2,3.2984
'0:0:2.3,3.2984
'0:0:2.4,3.2982
'0:0:2.5,3.2979
'0:0:2.6,3.2973
'0:0:2.7,3.2971
'0:0:2.8,3.2968
'0:0:2.9,3.2965
'0:0:3.0,3.2963
'0:0:3.1,3.2963
'0:0:3.2,3.2968
'0:0:3.3,3.2973
'0:0:3.4,3.2976
'0:0:3.5,3.2976
'0:0:3.6,3.2973
'0:0:3.7,3.2971
'0:0:3.8,3.2965
'0:0:3.9,3.2957
'0:0:4.0,3.2949
'0:0:4.1,3.2941
'0:0:4.2,3.2930
'0:0:4.3,3.2922
'0:0:4.4,3.2916
'0:0:4.5,3.2908
'0:0:4.6,3.2903
'0:0:4.7,3.2895
'0:0:4.8,3.2887
'0:0:4.9,3.2884
'0:0:5.0,3.2887
'0:0:5.1,3.2887
'0:0:5.2,3.2887
'0:0:5.3,3.2889
'0:0:5.4,3.2889
'0:0:5.5,3.2895
'0:0:5.6,3.2892
'0:0:5.7,3.2889
'0:0:5.8,3.2887
'0:0:5.9,3.2887
'0:0:6.0,3.2881
'0:0:6.1,3.2878
'0:0:6.2,3.2873
'0:0:6.3,3.2868
'0:0:6.4,3.2862
'0:0:6.5,3.2851
'0:0:6.6,3.2843
'0:0:6.7,3.2838
'0:0:6.8,3.2827
'0:0:6.9,3.2819
'0:0:7.0,3.2803
'0:0:7.1,3.2803
'0:0:7.2,3.2800
'0:0:7.3,3.2789
'0:0:7.4,3.2789
'0:0:7.5,3.2776
'0:0:7.6,3.2762
'0:0:7.7,3.2754
'0:0:7.8,3.2735
'0:0:7.9,3.2727
'0:0:8.0,3.2743
'0:0:8.1,3.2714
'0:0:8.2,3.2703
'0:0:8.3,3.2714
'0:0:8.4,3.2765
'0:0:8.5,3.2765
'0:0:8.6,3.2614
'0:0:8.7,3.2604
'0:0:8.8,3.2665
'0:0:8.9,3.2706
'0:0:9.0,3.2711
'0:0:9.1,3.2708
'0:0:9.2,3.2700
'0:0:9.3,3.2690
'0:0:9.4,3.2714
'0:0:9.5,3.2722
'0:0:9.6,3.2684
'0:0:9.7,3.2652
'0:0:9.8,3.2644
'0:0:9.9,3.2638
'0:0:10.0,3.2636
'0:0:10.1,3.2628
'0:0:10.2,3.2625
'0:0:10.3,3.2622
'0:0:10.4,3.2617
'0:0:10.5,3.2606
'0:0:10.6,3.2601
'0:0:10.7,3.2598
'0:0:10.8,3.2587
'0:0:10.9,3.2577
'0:0:11.0,3.2569
'0:0:11.1,3.2555
'0:0:11.2,3.2550
'0:0:11.3,3.2545
'0:0:11.4,3.2518
'0:0:11.5,3.2553
'0:0:11.6,3.2574
'0:0:11.7,3.2561
'0:0:11.8,3.2561
'0:0:11.9,3.2537
'0:0:12.0,3.2518
'0:0:12.1,3.2502
'0:0:12.2,3.2491
'0:0:12.3,3.2483
'0:0:12.4,3.2478
'0:0:12.5,3.2480
'0:0:12.6,3.2470
'0:0:12.7,3.2451
'0:0:12.8,3.2419
'0:0:12.9,3.2446
'0:0:13.0,3.2504
'0:0:13.1,3.2523
'0:0:13.2,3.2547
'0:0:13.3,3.2571
'0:0:13.4,3.2636
'0:0:13.5,3.2649
'0:0:13.6,3.2585
'0:0:13.7,3.2555
'0:0:13.8,3.2502
'0:0:13.9,3.2601
'0:0:14.0,3.2617
'0:0:14.1,3.2614
'0:0:14.2,3.2598
'0:0:14.3,3.2574
'0:0:14.4,3.2566
'0:0:14.5,3.2553
'0:0:14.6,3.2547
'0:0:14.7,3.2531
'0:0:14.8,3.2526
'0:0:14.9,3.2561
'0:0:15.0,3.2550
'0:0:15.1,3.2529
'0:0:15.2,3.2499
'0:0:15.3,3.2488
'0:0:15.4,3.2475
'0:0:15.5,3.2456
'0:0:15.6,3.2443
'0:0:15.7,3.2435
'0:0:15.8,3.2398
'0:0:15.9,3.2403
'0:0:16.0,3.2392
'0:0:16.1,3.2384
'0:0:16.2,3.2376
'0:0:16.3,3.2374
'0:0:16.4,3.2374
'0:0:16.5,3.2374
'0:0:16.6,3.2363
'0:0:16.7,3.2358
'0:0:16.8,3.2337
'0:0:16.9,3.2326
'0:0:17.0,3.2345
'0:0:17.1,3.2342
'0:0:17.2,3.2323
'0:0:17.3,3.2315
'0:0:17.4,3.2307
'0:0:17.5,3.2302
'0:0:17.6,3.2302
'0:0:17.7,3.2299
'0:0:17.8,3.2299
'0:0:17.9,3.2289
'0:0:18.0,3.2286
'0:0:18.1,3.2284
'0:0:18.2,3.2278
'0:0:18.3,3.2273
'0:0:18.4,3.2273
'0:0:18.5,3.2278
'0:0:18.6,3.2305
'0:0:18.7,3.2339
'0:0:18.8,3.2374
'0:0:18.9,3.2408
'0:0:19.0,3.2440
'0:0:19.1,3.2478
'0:0:19.2,3.2510
'0:0:19.3,3.2523
'0:0:19.4,3.2593
'0:0:19.5,3.2665
'0:0:19.6,3.2690
'0:0:19.7,3.2741
'0:0:19.8,3.2743
'0:0:19.9,3.2751
'0:0:20.0,3.2754
'0:0:20.1,3.2765
'0:0:20.2,3.2768
'0:0:20.3,3.2770
'0:0:20.4,3.2784
'0:0:20.5,3.2797
'0:0:20.6,3.2803
'0:0:20.7,3.2805
'0:0:20.8,3.2800
'0:0:20.9,3.2800
'0:0:21.0,3.2805
'0:0:21.1,3.2819
'0:0:21.2,3.2854
'0:0:21.3,3.2897
'0:0:21.4,3.2954
'0:0:21.5,3.3012
'0:0:21.6,3.3091
'0:0:21.7,3.3192
'0:0:21.8,3.3296
'0:0:21.9,3.3423
'0:0:22.0,3.3531
'0:0:22.1,3.3645
'0:0:22.2,3.3778
'0:0:22.3,3.3961
'0:0:22.4,3.4108
'0:0:22.5,3.4232
'0:0:22.6,3.4372
'0:0:22.7,3.4469
'0:0:22.8,3.4521
'0:0:22.9,3.4564
'0:0:23.0,3.4613
'0:0:23.1,3.4653
'0:0:23.2,3.4676
'0:0:23.3,3.4688
'0:0:23.4,3.4682
'0:0:23.5,3.4673
'0:0:23.6,3.4670
'0:0:23.7,3.4656
'0:0:23.8,3.4641
'0:0:23.9,3.4630
'0:0:24.0,3.4615
'0:0:24.1,3.4601
'0:0:24.2,3.4590
'0:0:24.3,3.4584
'0:0:24.4,3.4578
'0:0:24.5,3.4569
'0:0:24.6,3.4558
'0:0:24.7,3.4555
'0:0:24.8,3.4546
'0:0:24.9,3.4549
'0:0:25.0,3.4564
'0:0:25.1,3.4561
'0:0:25.2,3.4555
'0:0:25.3,3.4544
'0:0:25.4,3.4535
'0:0:25.5,3.4526
'0:0:25.6,3.4518
'0:0:25.7,3.4509
'0:0:25.8,3.4498
'0:0:25.9,3.4478
'0:0:26.0,3.4460
'0:0:26.1,3.4472
'0:0:26.2,3.4458
'0:0:26.3,3.4443
'0:0:26.4,3.4426
'0:0:26.5,3.4417
'0:0:26.6,3.4400
'0:0:26.7,3.4355
'0:0:26.8,3.4335
'0:0:26.9,3.4343
'0:0:27.0,3.4343
'0:0:27.1,3.4340
'0:0:27.2,3.4329
'0:0:27.3,3.4320
'0:0:27.4,3.4306
'0:0:27.5,3.4295
'0:0:27.6,3.4298
'0:0:27.7,3.4281
'0:0:27.8,3.4272
'0:0:27.9,3.4258
'0:0:28.0,3.4238
'0:0:28.1,3.4227
'0:0:28.2,3.4224
'0:0:28.3,3.4224
'0:0:28.4,3.4244
'0:0:28.5,3.4235
'0:0:28.6,3.4175
'0:0:28.7,3.4158
'0:0:28.8,3.4139
'0:0:28.9,3.4136
'0:0:29.0,3.4133
'0:0:29.1,3.4139
'0:0:29.2,3.4127
'0:0:29.3,3.4119
'0:0:29.4,3.4105
'0:0:29.5,3.4096
'0:0:29.6,3.4127
'0:0:29.7,3.4085
'0:0:29.8,3.4062
'0:0:29.9,3.3992
'0:0:30.0,3.3879
'0:0:30.1,3.3978
'0:0:30.2,3.4040
'0:0:30.3,3.4051
'0:0:30.4,3.3924
'0:0:30.5,3.3964
'0:0:30.6,3.3989
'0:0:30.7,3.3916
'0:0:30.8,3.3653
'0:0:30.9,3.3815
'0:0:31.0,3.4000
'0:0:31.1,3.4020
'0:0:31.2,3.3899
'0:0:31.3,3.3916
'0:0:31.4,3.3893
'0:0:31.5,3.3675
'0:0:31.6,3.3453
'0:0:31.7,3.3806
'0:0:31.8,3.3893
'0:0:31.9,3.3978
'0:0:32.0,3.3902
'0:0:32.1,3.3972
'0:0:32.2,3.3770
'0:0:32.3,3.3497
'0:0:32.4,3.3467
'0:0:32.5,3.3728
'0:0:32.6,3.3764
'0:0:32.7,3.3739
'0:0:32.8,3.3851
'0:0:32.9,3.3826
'0:0:33.0,3.3547
'0:0:33.1,3.3280
'0:0:33.2,3.3542
'0:0:33.3,3.3606
'0:0:33.4,3.3647
'0:0:33.5,3.3675
'0:0:33.6,3.3650
'0:0:33.7,3.3706
'0:0:33.8,3.3798
'0:0:33.9,3.3553
'0:0:34.0,3.3381
'0:0:34.1,3.3288
'0:0:34.2,3.3542
'0:0:34.3,3.3583
'0:0:34.4,3.3672
'0:0:34.5,3.3583
'0:0:34.6,3.3470
'0:0:34.7,3.3453
'0:0:34.8,3.3448
'0:0:34.9,3.3464
'0:0:35.0,3.3486
'0:0:35.1,3.3280
'0:0:35.2,3.3412
'0:0:35.3,3.3387
'0:0:35.4,3.3348
'0:0:35.5,3.3340
'0:0:35.6,3.3346
'0:0:35.7,3.3348
'0:0:35.8,3.3321
'0:0:35.9,3.3299
'0:0:36.0,3.3302
'0:0:36.1,3.3293
'0:0:36.2,3.3282
'0:0:36.3,3.3266
'0:0:36.4,3.3260
'0:0:36.5,3.3258
'0:0:36.6,3.3238
'0:0:36.7,3.3230
'0:0:36.8,3.3227
'0:0:36.9,3.3233
'0:0:37.0,3.3238
'0:0:37.1,3.3216
'0:0:37.2,3.3186
'0:0:37.3,3.3156
'0:0:37.4,3.3170
'0:0:37.5,3.3216
'0:0:37.6,3.3164
'0:0:37.7,3.3156
'0:0:37.8,3.3153
'0:0:37.9,3.3148
'0:0:38.0,3.3148
'0:0:38.1,3.3137
'0:0:38.2,3.3142
'0:0:38.3,3.3142
'0:0:38.4,3.3137
'0:0:38.5,3.3129
'0:0:38.6,3.3126
'0:0:38.7,3.3115
'0:0:38.8,3.3112
'0:0:38.9,3.3107
'0:0:39.0,3.3104
'0:0:39.1,3.3099
'0:0:39.2,3.3096
'0:0:39.3,3.3091
'0:0:39.4,3.3093
'0:0:39.5,3.3101
'0:0:39.6,3.3101
'0:0:39.7,3.3096
'0:0:39.8,3.3093
'0:0:39.9,3.3088
'0:0:40.0,3.3080
'0:0:40.1,3.3074
'0:0:40.2,3.3069
'0:0:40.3,3.3058
'0:0:40.4,3.3052
'0:0:40.5,3.3044
'0:0:40.6,3.3041
'0:0:40.7,3.3033
'0:0:40.8,3.3022
'0:0:40.9,3.3014
