Time
'0:1:26.8,1.5173
'0:1:26.9,1.5162
'0:1:27.0,1.5151
'0:1:27.1,1.5141
'0:1:27.2,1.5131
'0:1:27.3,1.5120
'0:1:27.4,1.5110
'0:1:27.5,1.5099
'0:1:27.6,1.5088
'0:1:27.7,1.5078
'0:1:27.8,1.5067
'0:1:27.9,1.5057
'0:1:28.0,1.5048
'0:1:28.1,1.5036
'0:1:28.2,1.5026
'0:1:28.3,1.5016
'0:1:28.4,1.5005
'0:1:28.5,1.4996
'0:1:28.6,1.4986
'0:1:28.7,1.4976
'0:1:28.8,1.4966
'0:1:28.9,1.4956
'0:1:29.0,1.4947
'0:1:29.1,1.4936
'0:1:29.2,1.4927
'0:1:29.3,1.4917
'0:1:29.4,1.4907
'0:1:29.5,1.4897
'0:1:29.6,1.4887
'0:1:29.7,1.4878
'0:1:29.8,1.4868
'0:1:29.9,1.4857
'0:1:30.0,1.4849
'0:1:30.1,1.4838
'0:1:30.2,1.4829
'0:1:30.3,1.4820
'0:1:30.4,1.4807
'0:1:30.5,1.4797
'0:1:30.6,1.4787
'0:1:30.7,1.4780
'0:1:30.8,1.4767
'0:1:30.9,1.4757
'0:1:31.0,1.4749
'0:1:31.1,1.4739
'0:1:31.2,1.4729
'0:1:31.3,1.4719
'0:1:31.4,1.4710
'0:1:31.5,1.4703
'0:1:31.6,1.4694
'0:1:31.7,1.4687
'0:1:31.8,1.4678
'0:1:31.9,1.4668
'0:1:32.0,1.4661
'0:1:32.1,1.4650
'0:1:32.2,1.4642
'0:1:32.3,1.4632
'0:1:32.4,1.4625
'0:1:32.5,1.4616
'0:1:32.6,1.4606
'0:1:32.7,1.4598
'0:1:32.8,1.4588
'0:1:32.9,1.4578
'0:1:33.0,1.4569
'0:1:33.1,1.4561
'0:1:33.2,1.4551
'0:1:33.3,1.4541
'0:1:33.4,1.4530
'0:1:33.5,1.4520
'0:1:33.6,1.4512
'0:1:33.7,1.4503
'0:1:33.8,1.4492
'0:1:33.9,1.4481
'0:1:34.0,1.4471
'0:1:34.1,1.4462
'0:1:34.2,1.4452
'0:1:34.3,1.4444
'0:1:34.4,1.4435
'0:1:34.5,1.4426
'0:1:34.6,1.4418
'0:1:34.7,1.4409
'0:1:34.8,1.4398
'0:1:34.9,1.4390
'0:1:35.0,1.4381
'0:1:35.1,1.4371
'0:1:35.2,1.4362
'0:1:35.3,1.4354
'0:1:35.4,1.4344
'0:1:35.5,1.4334
'0:1:35.6,1.4326
'0:1:35.7,1.4319
'0:1:35.8,1.4309
'0:1:35.9,1.4300
'0:1:36.0,1.4292
'0:1:36.1,1.4283
'0:1:36.2,1.4274
'0:1:36.3,1.4264
'0:1:36.4,1.4256
'0:1:36.5,1.4248
'0:1:36.6,1.4239
'0:1:36.7,1.4229
'0:1:36.8,1.4221
'0:1:36.9,1.4211
'0:1:37.0,1.4203
'0:1:37.1,1.4197
'0:1:37.2,1.4188
'0:1:37.3,1.4179
'0:1:37.4,1.4169
'0:1:37.5,1.4161
'0:1:37.6,1.4153
'0:1:37.7,1.4145
'0:1:37.8,1.4137
'0:1:37.9,1.4128
'0:1:38.0,1.4122
'0:1:38.1,1.4111
'0:1:38.2,1.4103
'0:1:38.3,1.4093
'0:1:38.4,1.4085
'0:1:38.5,1.4079
'0:1:38.6,1.4072
'0:1:38.7,1.4063
'0:1:38.8,1.4056
'0:1:38.9,1.4048
'0:1:39.0,1.4041
'0:1:39.1,1.4032
'0:1:39.2,1.4025
'0:1:39.3,1.4017
'0:1:39.4,1.4010
'0:1:39.5,1.4002
'0:1:39.6,1.3996
'0:1:39.7,1.3989
