Time, GSR
'0:0:0.0,1.6499
'0:0:0.1,1.6502
'0:0:0.2,1.6519
'0:0:0.3,1.6532
'0:0:0.4,1.6541
'0:0:0.5,1.6551
'0:0:0.6,1.6558
'0:0:0.7,1.6558
'0:0:0.8,1.6563
'0:0:0.9,1.6562
'0:0:1.0,1.6564
'0:0:1.1,1.6562
'0:0:1.2,1.6558
'0:0:1.3,1.6555
'0:0:1.4,1.6548
'0:0:1.5,1.6539
'0:0:1.6,1.6529
'0:0:1.7,1.6522
'0:0:1.8,1.6511
'0:0:1.9,1.6500
'0:0:2.0,1.6494
'0:0:2.1,1.6483
'0:0:2.2,1.6475
'0:0:2.3,1.6465
'0:0:2.4,1.6458
'0:0:2.5,1.6448
'0:0:2.6,1.6442
'0:0:2.7,1.6435
'0:0:2.8,1.6429
'0:0:2.9,1.6420
'0:0:3.0,1.6415
'0:0:3.1,1.6404
'0:0:3.2,1.6399
'0:0:3.3,1.6393
'0:0:3.4,1.6395
'0:0:3.5,1.6384
'0:0:3.6,1.6380
'0:0:3.7,1.6370
'0:0:3.8,1.6366
'0:0:3.9,1.6354
'0:0:4.0,1.6345
'0:0:4.1,1.6331
'0:0:4.2,1.6333
'0:0:4.3,1.6314
'0:0:4.4,1.6302
'0:0:4.5,1.6303
'0:0:4.6,1.6299
'0:0:4.7,1.6292
'0:0:4.8,1.6287
'0:0:4.9,1.6280
'0:0:5.0,1.6278
'0:0:5.1,1.6272
'0:0:5.2,1.6268
'0:0:5.3,1.6264
'0:0:5.4,1.6263
'0:0:5.5,1.6256
'0:0:5.6,1.6257
'0:0:5.7,1.6256
'0:0:5.8,1.6259
'0:0:5.9,1.6266
'0:0:6.0,1.6274
'0:0:6.1,1.6291
'0:0:6.2,1.6317
'0:0:6.3,1.6341
'0:0:6.4,1.6372
'0:0:6.5,1.6410
'0:0:6.6,1.6443
'0:0:6.7,1.6477
'0:0:6.8,1.6513
'0:0:6.9,1.6541
'0:0:7.0,1.6564
'0:0:7.1,1.6588
'0:0:7.2,1.6613
'0:0:7.3,1.6634
'0:0:7.4,1.6645
'0:0:7.5,1.6657
'0:0:7.6,1.6661
'0:0:7.7,1.6663
'0:0:7.8,1.6671
'0:0:7.9,1.6672
'0:0:8.0,1.6672
'0:0:8.1,1.6672
'0:0:8.2,1.6663
'0:0:8.3,1.6649
'0:0:8.4,1.6633
'0:0:8.5,1.6616
'0:0:8.6,1.6603
'0:0:8.7,1.6590
'0:0:8.8,1.6575
'0:0:8.9,1.6564
'0:0:9.0,1.6563
'0:0:9.1,1.6558
'0:0:9.2,1.6551
'0:0:9.3,1.6540
'0:0:9.4,1.6539
'0:0:9.5,1.6541
'0:0:9.6,1.6549
'0:0:9.7,1.6544
'0:0:9.8,1.6536
'0:0:9.9,1.6525
'0:0:10.0,1.6519
'0:0:10.1,1.6518
'0:0:10.2,1.6513
'0:0:10.3,1.6509
'0:0:10.4,1.6507
'0:0:10.5,1.6503
'0:0:10.6,1.6498
'0:0:10.7,1.6495
'0:0:10.8,1.6495
'0:0:10.9,1.6495
'0:0:11.0,1.6498
'0:0:11.1,1.6498
'0:0:11.2,1.6494
'0:0:11.3,1.6492
'0:0:11.4,1.6498
'0:0:11.5,1.6502
'0:0:11.6,1.6509
'0:0:11.7,1.6521
'0:0:11.8,1.6530
'0:0:11.9,1.6539
'0:0:12.0,1.6545
'0:0:12.1,1.6548
'0:0:12.2,1.6556
'0:0:12.3,1.6555
'0:0:12.4,1.6552
'0:0:12.5,1.6555
'0:0:12.6,1.6548
'0:0:12.7,1.6552
'0:0:12.8,1.6623
'0:0:12.9,1.6634
'0:0:13.0,1.5102
'0:0:13.1,1.5872
'0:0:13.2,1.6452
'0:0:13.3,1.6573
'0:0:13.4,1.6943
'0:0:13.5,1.7627
'0:0:13.6,1.6556
'0:0:13.7,1.5831
'0:0:13.8,1.6337
'0:0:13.9,1.6476
'0:0:14.0,1.6749
'0:0:14.1,1.6880
'0:0:14.2,1.6792
'0:0:14.3,1.6837
'0:0:14.4,1.6837
'0:0:14.5,1.6795
'0:0:14.6,1.6781
'0:0:14.7,1.6815
'0:0:14.8,1.6869
'0:0:14.9,1.6937
'0:0:15.0,1.7005
'0:0:15.1,1.7083
'0:0:15.2,1.7170
'0:0:15.3,1.7256
'0:0:15.4,1.7324
'0:0:15.5,1.7390
'0:0:15.6,1.7444
'0:0:15.7,1.7474
'0:0:15.8,1.7497
'0:0:15.9,1.7513
'0:0:16.0,1.7531
'0:0:16.1,1.7559
'0:0:16.2,1.7597
'0:0:16.3,1.7620
'0:0:16.4,1.7636
'0:0:16.5,1.7655
'0:0:16.6,1.7674
'0:0:16.7,1.7699
'0:0:16.8,1.7705
'0:0:16.9,1.7717
'0:0:17.0,1.7728
'0:0:17.1,1.7738
'0:0:17.2,1.7753
'0:0:17.3,1.7785
'0:0:17.4,1.7846
'0:0:17.5,1.7864
'0:0:17.6,1.7909
'0:0:17.7,1.7927
'0:0:17.8,1.7923
'0:0:17.9,1.7914
'0:0:18.0,1.7914
'0:0:18.1,1.7914
'0:0:18.2,1.7921
'0:0:18.3,1.7934
'0:0:18.4,1.7946
'0:0:18.5,1.7958
'0:0:18.6,1.7966
'0:0:18.7,1.7981
'0:0:18.8,1.7988
'0:0:18.9,1.7988
'0:0:19.0,1.7993
'0:0:19.1,1.7993
'0:0:19.2,1.7988
'0:0:19.3,1.7984
'0:0:19.4,1.7974
'0:0:19.5,1.7969
'0:0:19.6,1.7959
'0:0:19.7,1.7949
'0:0:19.8,1.7934
'0:0:19.9,1.7921
'0:0:20.0,1.7909
'0:0:20.1,1.7899
'0:0:20.2,1.7885
'0:0:20.3,1.7872
'0:0:20.4,1.7856
'0:0:20.5,1.7843
'0:0:20.6,1.7830
'0:0:20.7,1.7821
'0:0:20.8,1.7817
'0:0:20.9,1.7805
'0:0:21.0,1.7801
'0:0:21.1,1.7789
'0:0:21.2,1.7788
'0:0:21.3,1.7783
'0:0:21.4,1.7786
'0:0:21.5,1.7786
'0:0:21.6,1.7782
'0:0:21.7,1.7775
'0:0:21.8,1.7777
'0:0:21.9,1.7773
'0:0:22.0,1.7772
'0:0:22.1,1.7766
'0:0:22.2,1.7767
'0:0:22.3,1.7761
'0:0:22.4,1.7757
'0:0:22.5,1.7748
'0:0:22.6,1.7746
'0:0:22.7,1.7737
'0:0:22.8,1.7733
'0:0:22.9,1.7730
'0:0:23.0,1.7731
'0:0:23.1,1.7740
'0:0:23.2,1.7746
'0:0:23.3,1.7747
'0:0:23.4,1.7751
'0:0:23.5,1.7741
'0:0:23.6,1.7740
'0:0:23.7,1.7735
'0:0:23.8,1.7731
'0:0:23.9,1.7727
'0:0:24.0,1.7725
'0:0:24.1,1.7727
'0:0:24.2,1.7724
'0:0:24.3,1.7731
'0:0:24.4,1.7735
'0:0:24.5,1.7738
'0:0:24.6,1.7743
'0:0:24.7,1.7747
'0:0:24.8,1.7772
'0:0:24.9,1.7785
'0:0:25.0,1.7786
'0:0:25.1,1.7786
'0:0:25.2,1.7790
'0:0:25.3,1.7792
'0:0:25.4,1.7788
'0:0:25.5,1.7780
'0:0:25.6,1.7773
'0:0:25.7,1.7772
'0:0:25.8,1.7769
'0:0:25.9,1.7772
'0:0:26.0,1.7770
'0:0:26.1,1.7759
'0:0:26.2,1.7747
'0:0:26.3,1.7741
'0:0:26.4,1.7741
'0:0:26.5,1.7728
'0:0:26.6,1.7720
'0:0:26.7,1.7722
'0:0:26.8,1.7720
'0:0:26.9,1.7714
'0:0:27.0,1.7717
'0:0:27.1,1.7705
'0:0:27.2,1.7708
'0:0:27.3,1.7708
'0:0:27.4,1.7704
'0:0:27.5,1.7692
'0:0:27.6,1.7686
'0:0:27.7,1.7679
'0:0:27.8,1.7676
'0:0:27.9,1.7671
'0:0:28.0,1.7676
'0:0:28.1,1.7668
'0:0:28.2,1.7659
'0:0:28.3,1.7659
'0:0:28.4,1.7658
'0:0:28.5,1.7643
'0:0:28.6,1.7661
'0:0:28.7,1.7688
'0:0:28.8,1.7640
'0:0:28.9,1.7622
'0:0:29.0,1.7633
'0:0:29.1,1.7627
'0:0:29.2,1.7632
'0:0:29.3,1.7658
'0:0:29.4,1.7627
'0:0:29.5,1.7619
'0:0:29.6,1.7630
'0:0:29.7,1.7619
'0:0:29.8,1.7577
'0:0:29.9,1.7544
'0:0:30.0,1.7566
'0:0:30.1,1.7642
'0:0:30.2,1.7684
'0:0:30.3,1.7750
'0:0:30.4,1.7814
'0:0:30.5,1.7773
'0:0:30.6,1.7718
'0:0:30.7,1.7720
'0:0:30.8,1.7699
'0:0:30.9,1.7704
'0:0:31.0,1.7688
'0:0:31.1,1.7666
'0:0:31.2,1.7635
'0:0:31.3,1.7640
'0:0:31.4,1.7679
'0:0:31.5,1.7662
'0:0:31.6,1.7606
'0:0:31.7,1.7576
'0:0:31.8,1.7572
'0:0:31.9,1.7564
'0:0:32.0,1.7544
'0:0:32.1,1.7520
'0:0:32.2,1.7517
'0:0:32.3,1.7542
'0:0:32.4,1.7573
'0:0:32.5,1.7596
'0:0:32.6,1.7612
'0:0:32.7,1.7603
'0:0:32.8,1.7602
'0:0:32.9,1.7583
'0:0:33.0,1.7582
'0:0:33.1,1.7582
'0:0:33.2,1.7501
'0:0:33.3,1.7479
'0:0:33.4,1.7630
'0:0:33.5,1.7681
'0:0:33.6,1.7672
'0:0:33.7,1.7659
'0:0:33.8,1.7733
'0:0:33.9,1.7658
'0:0:34.0,1.7639
'0:0:34.1,1.7633
'0:0:34.2,1.7633
'0:0:34.3,1.7615
'0:0:34.4,1.7609
'0:0:34.5,1.7616
'0:0:34.6,1.7587
'0:0:34.7,1.7526
'0:0:34.8,1.7563
'0:0:34.9,1.7567
