Time,GSR
'0:0:0.0,1.3522
'0:0:0.1,1.3508
'0:0:0.2,1.3499
'0:0:0.3,1.3490
'0:0:0.4,1.3486
'0:0:0.5,1.3482
'0:0:0.6,1.3484
'0:0:0.7,1.3486
'0:0:0.8,1.3493
'0:0:0.9,1.3501
'0:0:1.0,1.3507
'0:0:1.1,1.3515
'0:0:1.2,1.3518
'0:0:1.3,1.3518
'0:0:1.4,1.3520
'0:0:1.5,1.3517
'0:0:1.6,1.3515
'0:0:1.7,1.3511
'0:0:1.8,1.3508
'0:0:1.9,1.3503
'0:0:2.0,1.3497
'0:0:2.1,1.3493
'0:0:2.2,1.3489
'0:0:2.3,1.3484
'0:0:2.4,1.3475
'0:0:2.5,1.3468
'0:0:2.6,1.3460
'0:0:2.7,1.3452
'0:0:2.8,1.3444
'0:0:2.9,1.3437
'0:0:3.0,1.3429
'0:0:3.1,1.3423
'0:0:3.2,1.3416
'0:0:3.3,1.3411
'0:0:3.4,1.3404
'0:0:3.5,1.3401
'0:0:3.6,1.3398
'0:0:3.7,1.3396
'0:0:3.8,1.3392
'0:0:3.9,1.3382
'0:0:4.0,1.3377
'0:0:4.1,1.3366
'0:0:4.2,1.3357
'0:0:4.3,1.3351
'0:0:4.4,1.3343
'0:0:4.5,1.3337
'0:0:4.6,1.3329
'0:0:4.7,1.3326
'0:0:4.8,1.3322
'0:0:4.9,1.3318
'0:0:5.0,1.3314
'0:0:5.1,1.3308
'0:0:5.2,1.3306
'0:0:5.3,1.3297
'0:0:5.4,1.3293
'0:0:5.5,1.3284
'0:0:5.6,1.3279
'0:0:5.7,1.3272
'0:0:5.8,1.3266
'0:0:5.9,1.3262
'0:0:6.0,1.3258
'0:0:6.1,1.3254
'0:0:6.2,1.3244
'0:0:6.3,1.3239
'0:0:6.4,1.3239
'0:0:6.5,1.3231
'0:0:6.6,1.3231
'0:0:6.7,1.3223
'0:0:6.8,1.3219
'0:0:6.9,1.3211
'0:0:7.0,1.3205
'0:0:7.1,1.3200
'0:0:7.2,1.3192
'0:0:7.3,1.3192
'0:0:7.4,1.3184
'0:0:7.5,1.3179
'0:0:7.6,1.3176
'0:0:7.7,1.3176
'0:0:7.8,1.3177
'0:0:7.9,1.3173
'0:0:8.0,1.3177
'0:0:8.1,1.3180
'0:0:8.2,1.3179
'0:0:8.3,1.3181
'0:0:8.4,1.3179
'0:0:8.5,1.3187
'0:0:8.6,1.3189
'0:0:8.7,1.3190
'0:0:8.8,1.3185
'0:0:8.9,1.3174
'0:0:9.0,1.3173
'0:0:9.1,1.3166
'0:0:9.2,1.3164
'0:0:9.3,1.3160
'0:0:9.4,1.3157
'0:0:9.5,1.3158
'0:0:9.6,1.3157
'0:0:9.7,1.3163
'0:0:9.8,1.3167
'0:0:9.9,1.3183
'0:0:10.0,1.3195
'0:0:10.1,1.3209
'0:0:10.2,1.3221
'0:0:10.3,1.3237
'0:0:10.4,1.3255
'0:0:10.5,1.3271
'0:0:10.6,1.3284
'0:0:10.7,1.3292
'0:0:10.8,1.3299
'0:0:10.9,1.3299
'0:0:11.0,1.3302
'0:0:11.1,1.3302
'0:0:11.2,1.3307
'0:0:11.3,1.3310
'0:0:11.4,1.3311
'0:0:11.5,1.3315
'0:0:11.6,1.3316
'0:0:11.7,1.3310
'0:0:11.8,1.3301
'0:0:11.9,1.3292
'0:0:12.0,1.3285
'0:0:12.1,1.3276
'0:0:12.2,1.3270
'0:0:12.3,1.3260
'0:0:12.4,1.3249
'0:0:12.5,1.3241
'0:0:12.6,1.3237
'0:0:12.7,1.3236
'0:0:12.8,1.3230
'0:0:12.9,1.3233
'0:0:13.0,1.3239
'0:0:13.1,1.3244
'0:0:13.2,1.3247
'0:0:13.3,1.3243
'0:0:13.4,1.3239
'0:0:13.5,1.3235
'0:0:13.6,1.3228
'0:0:13.7,1.3228
'0:0:13.8,1.3221
'0:0:13.9,1.3217
'0:0:14.0,1.3215
'0:0:14.1,1.3209
'0:0:14.2,1.3211
'0:0:14.3,1.3205
'0:0:14.4,1.3205
'0:0:14.5,1.3206
'0:0:14.6,1.3207
'0:0:14.7,1.3220
'0:0:14.8,1.3235
'0:0:14.9,1.3261
'0:0:15.0,1.3292
'0:0:15.1,1.3329
'0:0:15.2,1.3369
'0:0:15.3,1.3405
'0:0:15.4,1.3452
'0:0:15.5,1.3493
'0:0:15.6,1.3529
'0:0:15.7,1.3570
'0:0:15.8,1.3598
'0:0:15.9,1.3630
'0:0:16.0,1.3653
'0:0:16.1,1.3664
'0:0:16.2,1.3683
'0:0:16.3,1.3682
'0:0:16.4,1.3682
'0:0:16.5,1.3682
'0:0:16.6,1.3675
'0:0:16.7,1.3665
'0:0:16.8,1.3658
'0:0:16.9,1.3656
'0:0:17.0,1.3644
'0:0:17.1,1.3629
'0:0:17.2,1.3609
'0:0:17.3,1.3591
'0:0:17.4,1.3572
'0:0:17.5,1.3552
'0:0:17.6,1.3532
'0:0:17.7,1.3515
'0:0:17.8,1.3501
'0:0:17.9,1.3486
'0:0:18.0,1.3473
'0:0:18.1,1.3460
'0:0:18.2,1.3448
'0:0:18.3,1.3436
'0:0:18.4,1.3424
'0:0:18.5,1.3413
'0:0:18.6,1.3401
'0:0:18.7,1.3389
'0:0:18.8,1.3381
'0:0:18.9,1.3371
'0:0:19.0,1.3360
'0:0:19.1,1.3351
'0:0:19.2,1.3343
'0:0:19.3,1.3334
'0:0:19.4,1.3325
'0:0:19.5,1.3317
'0:0:19.6,1.3310
'0:0:19.7,1.3302
'0:0:19.8,1.3293
'0:0:19.9,1.3284
'0:0:20.0,1.3278
'0:0:20.1,1.3270
'0:0:20.2,1.3262
'0:0:20.3,1.3253
'0:0:20.4,1.3244
'0:0:20.5,1.3237
'0:0:20.6,1.3229
'0:0:20.7,1.3222
'0:0:20.8,1.3215
'0:0:20.9,1.3207
'0:0:21.0,1.3199
'0:0:21.1,1.3191
'0:0:21.2,1.3184
'0:0:21.3,1.3177
'0:0:21.4,1.3172
'0:0:21.5,1.3166
'0:0:21.6,1.3164
'0:0:21.7,1.3161
'0:0:21.8,1.3159
'0:0:21.9,1.3158
'0:0:22.0,1.3151
'0:0:22.1,1.3142
'0:0:22.2,1.3133
'0:0:22.3,1.3126
'0:0:22.4,1.3119
'0:0:22.5,1.3109
'0:0:22.6,1.3103
'0:0:22.7,1.3097
'0:0:22.8,1.3089
'0:0:22.9,1.3082
'0:0:23.0,1.3075
'0:0:23.1,1.3069
