Time,GSR
'0:0:0.0,5.0715
'0:0:0.1,5.0663
'0:0:0.2,5.0612
'0:0:0.3,5.0555
'0:0:0.4,5.0508
'0:0:0.5,5.0490
'0:0:0.6,5.0490
'0:0:0.7,5.0508
'0:0:0.8,5.0532
'0:0:0.9,5.0551
'0:0:1.0,5.0569
'0:0:1.1,5.0579
'0:0:1.2,5.0569
'0:0:1.3,5.0560
'0:0:1.4,5.0527
'0:0:1.5,5.0480
'0:0:1.6,5.0424
'0:0:1.7,5.0359
'0:0:1.8,5.0280
'0:0:1.9,5.0196
'0:0:2.0,5.0113
'0:0:2.1,5.0007
'0:0:2.2,4.9882
'0:0:2.3,4.9763
'0:0:2.4,4.9639
'0:0:2.5,4.9521
'0:0:2.6,4.9412
'0:0:2.7,4.9294
'0:0:2.8,4.9186
'0:0:2.9,4.9082
'0:0:3.0,4.8992
'0:0:3.1,4.8902
'0:0:3.2,4.8818
'0:0:3.3,4.8742
'0:0:3.4,4.8662
'0:0:3.5,4.8582
'0:0:3.6,4.8511
'0:0:3.7,4.8449
'0:0:3.8,4.8409
'0:0:3.9,4.8383
'0:0:4.0,4.8365
'0:0:4.1,4.8387
'0:0:4.2,4.8462
'0:0:4.3,4.8604
'0:0:4.4,4.8795
'0:0:4.5,4.9046
'0:0:4.6,4.9330
'0:0:4.7,4.9635
'0:0:4.8,4.9947
'0:0:4.9,5.0234
'0:0:5.0,5.0504
'0:0:5.1,5.0734
'0:0:5.2,5.0932
'0:0:5.3,5.1084
'0:0:5.4,5.1193
'0:0:5.5,5.1265
'0:0:5.6,5.1293
'0:0:5.7,5.1293
'0:0:5.8,5.1255
'0:0:5.9,5.1188
'0:0:6.0,5.1103
'0:0:6.1,5.0993
'0:0:6.2,5.0875
'0:0:6.3,5.0743
'0:0:6.4,5.0607
'0:0:6.5,5.0476
'0:0:6.6,5.0340
'0:0:6.7,5.0206
'0:0:6.8,5.0067
'0:0:6.9,4.9942
'0:0:7.0,4.9823
'0:0:7.1,4.9713
'0:0:7.2,4.9621
'0:0:7.3,4.9544
'0:0:7.4,4.9475
'0:0:7.5,4.9421
'0:0:7.6,4.9371
'0:0:7.7,4.9330
'0:0:7.8,4.9285
'0:0:7.9,4.9244
'0:0:8.0,4.9199
'0:0:8.1,4.9154
'0:0:8.2,4.9109
'0:0:8.3,4.9064
'0:0:8.4,4.9015
'0:0:8.5,4.8970
'0:0:8.6,4.8916
'0:0:8.7,4.8862
'0:0:8.8,4.8822
'0:0:8.9,4.8768
'0:0:9.0,4.8724
'0:0:9.1,4.8688
'0:0:9.2,4.8688
'0:0:9.3,4.8746
'0:0:9.4,4.8894
'0:0:9.5,4.9131
'0:0:9.6,4.9453
'0:0:9.7,4.9832
'0:0:9.8,5.0243
'0:0:9.9,5.0640
'0:0:10.0,5.1003
'0:0:10.1,5.1327
'0:0:10.2,5.1576
'0:0:10.3,5.1769
'0:0:10.4,5.1905
'0:0:10.5,5.2007
'0:0:10.6,5.2056
'0:0:10.7,5.2051
'0:0:10.8,5.2017
'0:0:10.9,5.1949
'0:0:11.0,5.1847
'0:0:11.1,5.1740
'0:0:11.2,5.1629
'0:0:11.3,5.1538
'0:0:11.4,5.1475
'0:0:11.5,5.1437
'0:0:11.6,5.1418
'0:0:11.7,5.1403
'0:0:11.8,5.1384
'0:0:11.9,5.1351
'0:0:12.0,5.1308
'0:0:12.1,5.1255
'0:0:12.2,5.1193
'0:0:12.3,5.1131
'0:0:12.4,5.1055
'0:0:12.5,5.0965
'0:0:12.6,5.0885
'0:0:12.7,5.0814
'0:0:12.8,5.0762
'0:0:12.9,5.0734
'0:0:13.0,5.0715
'0:0:13.1,5.0715
'0:0:13.2,5.0720
'0:0:13.3,5.0720
'0:0:13.4,5.0720
'0:0:13.5,5.0710
'0:0:13.6,5.0682
'0:0:13.7,5.0644
'0:0:13.8,5.0602
'0:0:13.9,5.0551
'0:0:14.0,5.0490
'0:0:14.1,5.0420
'0:0:14.2,5.0340
'0:0:14.3,5.0257
'0:0:14.4,5.0164
'0:0:14.5,5.0067
'0:0:14.6,4.9970
'0:0:14.7,4.9878
'0:0:14.8,4.9786
'0:0:14.9,4.9694
'0:0:15.0,4.9612
'0:0:15.1,4.9530
'0:0:15.2,4.9453
'0:0:15.3,4.9380
'0:0:15.4,4.9317
'0:0:15.5,4.9258
'0:0:15.6,4.9204
'0:0:15.7,4.9163
'0:0:15.8,4.9158
'0:0:15.9,4.9186
'0:0:16.0,4.9271
'0:0:16.1,4.9425
'0:0:16.2,4.9644
'0:0:16.3,4.9905
'0:0:16.4,5.0196
'0:0:16.5,5.0499
'0:0:16.6,5.0795
'0:0:16.7,5.1060
'0:0:16.8,5.1303
'0:0:16.9,5.1509
'0:0:17.0,5.1682
'0:0:17.1,5.1837
'0:0:17.2,5.1988
'0:0:17.3,5.2168
'0:0:17.4,5.2384
'0:0:17.5,5.2631
'0:0:17.6,5.2889
'0:0:17.7,5.3144
'0:0:17.8,5.3370
'0:0:17.9,5.3547
'0:0:18.0,5.3679
'0:0:18.1,5.3771
'0:0:18.2,5.3827
'0:0:18.3,5.3858
