Time,GSR
'0:0:0.0,2.6121
'0:0:0.1,2.5919
'0:0:0.2,2.5838
'0:0:0.3,2.5718
'0:0:0.4,2.5894
'0:0:0.5,2.5996
'0:0:0.6,2.6015
'0:0:0.7,2.5994
'0:0:0.8,2.5946
'0:0:0.9,2.6096
'0:0:1.0,2.6355
'0:0:1.1,2.6508
'0:0:1.2,2.6353
'0:0:1.3,2.6258
'0:0:1.4,2.6271
'0:0:1.5,2.6557
'0:0:1.6,2.6715
'0:0:1.7,2.6694
'0:0:1.8,2.6677
'0:0:1.9,2.6773
'0:0:2.0,2.667
'0:0:2.1,2.6572
'0:0:2.2,2.6497
'0:0:2.3,2.6395
'0:0:2.4,2.6489
'0:0:2.5,2.6587
'0:0:2.6,2.6597
'0:0:2.7,2.648
'0:0:2.8,2.6406
'0:0:2.9,2.6321
'0:0:3.0,2.6205
'0:0:3.1,2.6289
'0:0:3.2,2.6273
'0:0:3.3,2.6241
'0:0:3.4,2.6228
'0:0:3.5,2.6302
'0:0:3.6,2.6243
'0:0:3.7,2.5994
'0:0:3.8,2.5904
'0:0:3.9,2.614
'0:0:4.0,2.6216
'0:0:4.1,2.614
'0:0:4.2,2.5979
'0:0:4.3,2.5929
'0:0:4.4,2.5973
'0:0:4.5,2.5967
'0:0:4.6,2.5946
'0:0:4.7,2.5962
'0:0:4.8,2.6004
'0:0:4.9,2.6058
'0:0:5.0,2.6123
'0:0:5.1,2.6209
'0:0:5.2,2.6308
'0:0:5.3,2.6429
'0:0:5.4,2.6561
'0:0:5.5,2.6689
'0:0:5.6,2.6827
'0:0:5.7,2.6955
'0:0:5.8,2.7074
'0:0:5.9,2.7181
'0:0:6.0,2.7264
'0:0:6.1,2.7346
'0:0:6.2,2.7414
'0:0:6.3,2.7458
'0:0:6.4,2.7487
'0:0:6.5,2.7536
'0:0:6.6,2.7533
'0:0:6.7,2.7522
'0:0:6.8,2.7569
'0:0:6.9,2.7571
'0:0:7.0,2.7549
'0:0:7.1,2.7513
'0:0:7.2,2.7467
'0:0:7.3,2.744
'0:0:7.4,2.7363
'0:0:7.5,2.7299
'0:0:7.6,2.7317
'0:0:7.7,2.7223
'0:0:7.8,2.7148
'0:0:7.9,2.7091
'0:0:8.0,2.7039
'0:0:8.1,2.6968
'0:0:8.2,2.6911
'0:0:8.3,2.6855
'0:0:8.4,2.681
'0:0:8.5,2.676
'0:0:8.6,2.6715
'0:0:8.7,2.6668
'0:0:8.8,2.6617
'0:0:8.9,2.6567
'0:0:9.0,2.6521
'0:0:9.1,2.6474
'0:0:9.2,2.6425
'0:0:9.3,2.638
'0:0:9.4,2.6338
'0:0:9.5,2.6292
'0:0:9.6,2.6247
'0:0:9.7,2.6203
'0:0:9.8,2.6157
'0:0:9.9,2.6115
'0:0:10.0,2.6075
'0:0:10.1,2.6042
'0:0:10.2,2.6008
'0:0:10.3,2.5969
'0:0:10.4,2.5931
'0:0:10.5,2.5892
'0:0:10.6,2.5861
'0:0:10.7,2.5827
'0:0:10.8,2.5792
'0:0:10.9,2.5755
'0:0:11.0,2.5724
'0:0:11.1,2.5695
'0:0:11.2,2.5666
'0:0:11.3,2.5648
'0:0:11.4,2.5617
'0:0:11.5,2.5588
'0:0:11.6,2.5562
'0:0:11.7,2.5535
'0:0:11.8,2.5509
'0:0:11.9,2.5486
'0:0:12.0,2.5462
'0:0:12.1,2.5445
'0:0:12.2,2.5435
'0:0:12.3,2.5439
'0:0:12.4,2.5455
'0:0:12.5,2.5482
'0:0:12.6,2.5519
'0:0:12.7,2.556
'0:0:12.8,2.5605
'0:0:12.9,2.5654
'0:0:13.0,2.5704
'0:0:13.1,2.5749
'0:0:13.2,2.5786
'0:0:13.3,2.5825
