Time, GSR
'0:0:0.0,1.9579
'0:0:0.1,1.9568
'0:0:0.2,1.9565
'0:0:0.3,1.9559
'0:0:0.4,1.9553
'0:0:0.5,1.9546
'0:0:0.6,1.9543
'0:0:0.7,1.9540
'0:0:0.8,1.9535
'0:0:0.9,1.9531
'0:0:1.0,1.9524
'0:0:1.1,1.9521
'0:0:1.2,1.9516
'0:0:1.3,1.9513
'0:0:1.4,1.9510
'0:0:1.5,1.9509
'0:0:1.6,1.9510
'0:0:1.7,1.9515
'0:0:1.8,1.9521
'0:0:1.9,1.9531
'0:0:2.0,1.9542
'0:0:2.1,1.9556
'0:0:2.2,1.9572
'0:0:2.3,1.9590
'0:0:2.4,1.9608
'0:0:2.5,1.9627
'0:0:2.6,1.9646
'0:0:2.7,1.9666
'0:0:2.8,1.9685
'0:0:2.9,1.9703
'0:0:3.0,1.9717
'0:0:3.1,1.9733
'0:0:3.2,1.9747
'0:0:3.3,1.9757
'0:0:3.4,1.9763
'0:0:3.5,1.9766
'0:0:3.6,1.9770
'0:0:3.7,1.9766
'0:0:3.8,1.9762
'0:0:3.9,1.9757
'0:0:4.0,1.9750
'0:0:4.1,1.9741
'0:0:4.2,1.9733
'0:0:4.3,1.9723
'0:0:4.4,1.9715
'0:0:4.5,1.9703
'0:0:4.6,1.9689
'0:0:4.7,1.9676
'0:0:4.8,1.9662
'0:0:4.9,1.9654
'0:0:5.0,1.9643
'0:0:5.1,1.9633
'0:0:5.2,1.9632
'0:0:5.3,1.9633
'0:0:5.4,1.9638
'0:0:5.5,1.9646
'0:0:5.6,1.9655
'0:0:5.7,1.9668
'0:0:5.8,1.9681
'0:0:5.9,1.9696
'0:0:6.0,1.9708
'0:0:6.1,1.9717
'0:0:6.2,1.9727
'0:0:6.3,1.9735
'0:0:6.4,1.9743
'0:0:6.5,1.9752
'0:0:6.6,1.9757
'0:0:6.7,1.9762
'0:0:6.8,1.9770
'0:0:6.9,1.9774
'0:0:7.0,1.9782
'0:0:7.1,1.9792
'0:0:7.2,1.9805
'0:0:7.3,1.9816
'0:0:7.4,1.9828
'0:0:7.5,1.9848
'0:0:7.6,1.9867
'0:0:7.7,1.9886
'0:0:7.8,1.9902
'0:0:7.9,1.9916
'0:0:8.0,1.9929
'0:0:8.1,1.9953
'0:0:8.2,1.9981
'0:0:8.3,1.9990
'0:0:8.4,1.9989
'0:0:8.5,1.9984
'0:0:8.6,1.9973
'0:0:8.7,1.9960
'0:0:8.8,1.9942
'0:0:8.9,1.9923
'0:0:9.0,1.9900
'0:0:9.1,1.9878
'0:0:9.2,1.9857
'0:0:9.3,1.9840
'0:0:9.4,1.9821
'0:0:9.5,1.9801
'0:0:9.6,1.9785
'0:0:9.7,1.9770
'0:0:9.8,1.9755
'0:0:9.9,1.9743
'0:0:10.0,1.9730
'0:0:10.1,1.9717
'0:0:10.2,1.9703
'0:0:10.3,1.9689
'0:0:10.4,1.9677
'0:0:10.5,1.9663
'0:0:10.6,1.9649
'0:0:10.7,1.9636
'0:0:10.8,1.9624
'0:0:10.9,1.9611
'0:0:11.0,1.9600
'0:0:11.1,1.9587
'0:0:11.2,1.9575
'0:0:11.3,1.9565
'0:0:11.4,1.9557
'0:0:11.5,1.9551
'0:0:11.6,1.9545
'0:0:11.7,1.9543
'0:0:11.8,1.9545
'0:0:11.9,1.9554
'0:0:12.0,1.9575
'0:0:12.1,1.9613
'0:0:12.2,1.9676
'0:0:12.3,1.9770
'0:0:12.4,1.9902
'0:0:12.5,2.0063
'0:0:12.6,2.0267
'0:0:12.7,2.0504
'0:0:12.8,2.0796
'0:0:12.9,2.1086
'0:0:13.0,2.1345
'0:0:13.1,2.1577
'0:0:13.2,2.1810
'0:0:13.3,2.2024
'0:0:13.4,2.2176
'0:0:13.5,2.2291
'0:0:13.6,2.2336
'0:0:13.7,2.2332
'0:0:13.8,2.2309
'0:0:13.9,2.2286
'0:0:14.0,2.2258
'0:0:14.1,2.2211
'0:0:14.2,2.2165
'0:0:14.3,2.2121
'0:0:14.4,2.2064
'0:0:14.5,2.2022
'0:0:14.6,2.1969
'0:0:14.7,2.1894
'0:0:14.8,2.1838
'0:0:14.9,2.1804
'0:0:15.0,2.1761
'0:0:15.1,2.1731
'0:0:15.2,2.1688
'0:0:15.3,2.1636
'0:0:15.4,2.1582
'0:0:15.5,2.1551
'0:0:15.6,2.1517
'0:0:15.7,2.1482
'0:0:15.8,2.1448
'0:0:15.9,2.1427
'0:0:16.0,2.1405
'0:0:16.1,2.1381
'0:0:16.2,2.1365
'0:0:16.3,2.1350
'0:0:16.4,2.1328
'0:0:16.5,2.1309
'0:0:16.6,2.1335
'0:0:16.7,2.1348
'0:0:16.8,2.1331
'0:0:16.9,2.1311
'0:0:17.0,2.1292
'0:0:17.1,2.1275
'0:0:17.2,2.1258
'0:0:17.3,2.1239
'0:0:17.4,2.1226
'0:0:17.5,2.1209
'0:0:17.6,2.1197
'0:0:17.7,2.1188
'0:0:17.8,2.1186
'0:0:17.9,2.1190
'0:0:18.0,2.1207
'0:0:18.1,2.1210
'0:0:18.2,2.1212
'0:0:18.3,2.1202
'0:0:18.4,2.1197
'0:0:18.5,2.1195
'0:0:18.6,2.1185
'0:0:18.7,2.1173
