Time,Click
12:02:35,0
12:02:36,0
12:02:36,0
12:02:38,0
12:02:40,0
12:02:40,0
12:02:45,0
12:02:47,0
12:03:07,1
12:03:08,1
12:03:10,1
12:03:14,0
12:04:11,1
12:05:00,0
12:05:01,0
12:06:09,0
12:06:12,0
12:07:12,0
12:07:12,0
12:11:17,1
12:11:17,1
12:11:17,1
12:11:21,1
12:11:23,1
12:12:26,1
12:12:26,1
12:13:08,0
12:13:09,0
12:14:02,0
12:16:32,0
12:16:32,0
