Time,GSR
'0:0:0.0,1.7715
'0:0:0.1,1.7719
'0:0:0.2,1.7726
'0:0:0.3,1.7732
'0:0:0.4,1.7739
'0:0:0.5,1.7747
'0:0:0.6,1.7760
'0:0:0.7,1.7762
'0:0:0.8,1.7761
'0:0:0.9,1.7761
'0:0:1.0,1.7760
'0:0:1.1,1.7757
'0:0:1.2,1.7751
'0:0:1.3,1.7745
'0:0:1.4,1.7738
'0:0:1.5,1.7726
'0:0:1.6,1.7716
'0:0:1.7,1.7703
'0:0:1.8,1.7690
'0:0:1.9,1.7677
'0:0:2.0,1.7666
'0:0:2.1,1.7654
'0:0:2.2,1.7643
'0:0:2.3,1.7633
'0:0:2.4,1.7624
'0:0:2.5,1.7611
'0:0:2.6,1.7601
'0:0:2.7,1.7591
'0:0:2.8,1.7584
'0:0:2.9,1.7572
'0:0:3.0,1.7565
'0:0:3.1,1.7559
'0:0:3.2,1.7551
'0:0:3.3,1.7542
'0:0:3.4,1.7532
'0:0:3.5,1.7525
'0:0:3.6,1.7522
'0:0:3.7,1.7519
'0:0:3.8,1.7525
'0:0:3.9,1.7534
'0:0:4.0,1.7548
'0:0:4.1,1.7564
'0:0:4.2,1.7581
'0:0:4.3,1.7601
'0:0:4.4,1.7620
'0:0:4.5,1.7637
'0:0:4.6,1.7650
'0:0:4.7,1.7659
'0:0:4.8,1.7669
'0:0:4.9,1.7677
'0:0:5.0,1.7683
'0:0:5.1,1.7684
'0:0:5.2,1.7686
'0:0:5.3,1.7686
'0:0:5.4,1.7680
'0:0:5.5,1.7673
'0:0:5.6,1.7666
'0:0:5.7,1.7656
'0:0:5.8,1.7646
'0:0:5.9,1.7637
'0:0:6.0,1.7625
'0:0:6.1,1.7614
'0:0:6.2,1.7602
'0:0:6.3,1.7590
'0:0:6.4,1.7578
'0:0:6.5,1.7565
'0:0:6.6,1.7555
'0:0:6.7,1.7545
'0:0:6.8,1.7535
'0:0:6.9,1.7525
'0:0:7.0,1.7509
'0:0:7.1,1.7498
'0:0:7.2,1.7489
'0:0:7.3,1.7479
'0:0:7.4,1.7469
'0:0:7.5,1.7458
'0:0:7.6,1.7441
'0:0:7.7,1.7432
'0:0:7.8,1.7425
'0:0:7.9,1.7405
'0:0:8.0,1.7357
'0:0:8.1,1.7320
'0:0:8.2,1.7326
'0:0:8.3,1.7366
'0:0:8.4,1.7384
'0:0:8.5,1.7388
'0:0:8.6,1.7390
'0:0:8.7,1.7387
'0:0:8.8,1.7386
'0:0:8.9,1.7386
'0:0:9.0,1.7386
'0:0:9.1,1.7383
'0:0:9.2,1.7378
'0:0:9.3,1.7374
'0:0:9.4,1.7373
'0:0:9.5,1.7366
'0:0:9.6,1.7359
'0:0:9.7,1.7350
'0:0:9.8,1.7342
'0:0:9.9,1.7332
'0:0:10.0,1.7323
'0:0:10.1,1.7315
