Time,GSR
'0:0:0.0,1.1466
'0:0:0.1,1.146
'0:0:0.2,1.1471
'0:0:0.3,1.148
'0:0:0.4,1.1489
'0:0:0.5,1.1502
'0:0:0.6,1.1513
'0:0:0.7,1.1524
'0:0:0.8,1.1534
'0:0:0.9,1.1546
'0:0:1.0,1.1563
'0:0:1.1,1.1577
'0:0:1.2,1.1593
'0:0:1.3,1.1607
'0:0:1.4,1.1619
'0:0:1.5,1.1616
'0:0:1.6,1.1608
'0:0:1.7,1.1612
'0:0:1.8,1.1648
'0:0:1.9,1.17
'0:0:2.0,1.1739
'0:0:2.1,1.1767
'0:0:2.2,1.1797
'0:0:2.3,1.1824
'0:0:2.4,1.1849
'0:0:2.5,1.1868
'0:0:2.6,1.1886
'0:0:2.7,1.1894
'0:0:2.8,1.1901
'0:0:2.9,1.1918
'0:0:3.0,1.193
'0:0:3.1,1.1953
'0:0:3.2,1.1989
'0:0:3.3,1.1983
'0:0:3.4,1.1961
'0:0:3.5,1.195
'0:0:3.6,1.1941
'0:0:3.7,1.1922
'0:0:3.8,1.1893
'0:0:3.9,1.1858
'0:0:4.0,1.1838
'0:0:4.1,1.1876
'0:0:4.2,1.1952
'0:0:4.3,1.1982
'0:0:4.4,1.1992
'0:0:4.5,1.2004
'0:0:4.6,1.2015
'0:0:4.7,1.2025
'0:0:4.8,1.2036
'0:0:4.9,1.205
'0:0:5.0,1.206
'0:0:5.1,1.2074
'0:0:5.2,1.2085
'0:0:5.3,1.2092
'0:0:5.4,1.2097
'0:0:5.5,1.2111
'0:0:5.6,1.2121
'0:0:5.7,1.2121
'0:0:5.8,1.2121
'0:0:5.9,1.2124
'0:0:6.0,1.2145
'0:0:6.1,1.2165
'0:0:6.2,1.2182
'0:0:6.3,1.2197
'0:0:6.4,1.2194
'0:0:6.5,1.2183
'0:0:6.6,1.2173
'0:0:6.7,1.2162
'0:0:6.8,1.2154
'0:0:6.9,1.214
'0:0:7.0,1.2119
'0:0:7.1,1.2102
'0:0:7.2,1.2086
'0:0:7.3,1.2073
'0:0:7.4,1.206
'0:0:7.5,1.205
'0:0:7.6,1.2039
'0:0:7.7,1.2028
'0:0:7.8,1.2019
'0:0:7.9,1.201
'0:0:8.0,1.2005
'0:0:8.1,1.1998
'0:0:8.2,1.1992
'0:0:8.3,1.1985
'0:0:8.4,1.1977
'0:0:8.5,1.1971
'0:0:8.6,1.1963
'0:0:8.7,1.1955
'0:0:8.8,1.1949
'0:0:8.9,1.1941
'0:0:9.0,1.1932
'0:0:9.1,1.1922
'0:0:9.2,1.1917
'0:0:9.3,1.1909
'0:0:9.4,1.1901
'0:0:9.5,1.1896
'0:0:9.6,1.1892
'0:0:9.7,1.1884
'0:0:9.8,1.1878
'0:0:9.9,1.1873
'0:0:10.0,1.1866
'0:0:10.1,1.1859
'0:0:10.2,1.1852
'0:0:10.3,1.1847
'0:0:10.4,1.1834
'0:0:10.5,1.1825
'0:0:10.6,1.1816
'0:0:10.7,1.1806
'0:0:10.8,1.1798
'0:0:10.9,1.1793
'0:0:11.0,1.1789
'0:0:11.1,1.1779
'0:0:11.2,1.1775
'0:0:11.3,1.1772
'0:0:11.4,1.177
'0:0:11.5,1.1766
'0:0:11.6,1.1765
'0:0:11.7,1.1755
'0:0:11.8,1.1747
'0:0:11.9,1.1741
'0:0:12.0,1.1733
'0:0:12.1,1.1726
'0:0:12.2,1.1721
'0:0:12.3,1.1716
'0:0:12.4,1.1705
'0:0:12.5,1.1697
'0:0:12.6,1.1687
'0:0:12.7,1.1678
'0:0:12.8,1.1671
'0:0:12.9,1.1665
'0:0:13.0,1.1662
'0:0:13.1,1.1655
'0:0:13.2,1.1649
'0:0:13.3,1.1627
'0:0:13.4,1.1542
'0:0:13.5,1.1503
'0:0:13.6,1.1498
'0:0:13.7,1.1498
'0:0:13.8,1.1476
'0:0:13.9,1.1444
'0:0:14.0,1.1426
'0:0:14.1,1.1426
'0:0:14.2,1.1472
'0:0:14.3,1.1583
'0:0:14.4,1.1605
'0:0:14.5,1.1613
'0:0:14.6,1.1622
'0:0:14.7,1.163
'0:0:14.8,1.1634
'0:0:14.9,1.1631
'0:0:15.0,1.1623
'0:0:15.1,1.1611
'0:0:15.2,1.1606
'0:0:15.3,1.1608
'0:0:15.4,1.161
'0:0:15.5,1.1617
'0:0:15.6,1.1629
'0:0:15.7,1.1633
'0:0:15.8,1.1633
'0:0:15.9,1.1636
'0:0:16.0,1.1637
'0:0:16.1,1.1641
'0:0:16.2,1.1639
'0:0:16.3,1.1649
'0:0:16.4,1.1655
'0:0:16.5,1.166
'0:0:16.6,1.1658
'0:0:16.7,1.1656
'0:0:16.8,1.1652
'0:0:16.9,1.1642
'0:0:17.0,1.1635
'0:0:17.1,1.162
'0:0:17.2,1.161
'0:0:17.3,1.1603
'0:0:17.4,1.1599
'0:0:17.5,1.1591
'0:0:17.6,1.1582
'0:0:17.7,1.1575
'0:0:17.8,1.1566
'0:0:17.9,1.1563
'0:0:18.0,1.1558
'0:0:18.1,1.1552
'0:0:18.2,1.1547
'0:0:18.3,1.1541
'0:0:18.4,1.1533
'0:0:18.5,1.1525
'0:0:18.6,1.1514
'0:0:18.7,1.1509
'0:0:18.8,1.1508
'0:0:18.9,1.1508
'0:0:19.0,1.1508
'0:0:19.1,1.1496
'0:0:19.2,1.149
'0:0:19.3,1.1483
'0:0:19.4,1.1478
'0:0:19.5,1.1476
'0:0:19.6,1.1475
'0:0:19.7,1.1475
'0:0:19.8,1.1473
'0:0:19.9,1.1473
'0:0:20.0,1.1469
'0:0:20.1,1.1455
'0:0:20.2,1.1435
'0:0:20.3,1.1431
'0:0:20.4,1.1415
'0:0:20.5,1.1408
'0:0:20.6,1.1394
'0:0:20.7,1.1394
'0:0:20.8,1.139
'0:0:20.9,1.1394
'0:0:21.0,1.1395
'0:0:21.1,1.139
'0:0:21.2,1.1385
'0:0:21.3,1.1383
'0:0:21.4,1.138
'0:0:21.5,1.1376
'0:0:21.6,1.1378
'0:0:21.7,1.139
'0:0:21.8,1.1405
'0:0:21.9,1.1411
'0:0:22.0,1.1418
'0:0:22.1,1.1425
'0:0:22.2,1.1436
'0:0:22.3,1.1447
'0:0:22.4,1.1452
'0:0:22.5,1.1471
'0:0:22.6,1.1489
'0:0:22.7,1.1499
'0:0:22.8,1.1508
'0:0:22.9,1.1517
'0:0:23.0,1.154
'0:0:23.1,1.1568
'0:0:23.2,1.16
'0:0:23.3,1.1648
'0:0:23.4,1.1669
'0:0:23.5,1.1669
'0:0:23.6,1.1665
'0:0:23.7,1.1665
'0:0:23.8,1.1662
'0:0:23.9,1.1657
'0:0:24.0,1.1654
'0:0:24.1,1.1648
'0:0:24.2,1.1642
'0:0:24.3,1.1639
'0:0:24.4,1.1637
'0:0:24.5,1.163
'0:0:24.6,1.1622
'0:0:24.7,1.1611
'0:0:24.8,1.1593
'0:0:24.9,1.1588
'0:0:25.0,1.1591
'0:0:25.1,1.159
'0:0:25.2,1.1584
'0:0:25.3,1.1583
'0:0:25.4,1.1576
'0:0:25.5,1.1568
'0:0:25.6,1.1562
'0:0:25.7,1.1557
'0:0:25.8,1.1551
'0:0:25.9,1.1547
'0:0:26.0,1.1542
'0:0:26.1,1.1537
'0:0:26.2,1.1538
'0:0:26.3,1.1543
'0:0:26.4,1.1547
'0:0:26.5,1.1547
'0:0:26.6,1.155
'0:0:26.7,1.155
'0:0:26.8,1.1551
'0:0:26.9,1.155
'0:0:27.0,1.1545
'0:0:27.1,1.1527
'0:0:27.2,1.1516
'0:0:27.3,1.1509
'0:0:27.4,1.1503
'0:0:27.5,1.1498
'0:0:27.6,1.1491
'0:0:27.7,1.1482
'0:0:27.8,1.1481
'0:0:27.9,1.1489
'0:0:28.0,1.1492
'0:0:28.1,1.149
'0:0:28.2,1.1488
'0:0:28.3,1.1491
'0:0:28.4,1.1493
'0:0:28.5,1.1492
'0:0:28.6,1.1487
'0:0:28.7,1.1477
'0:0:28.8,1.1456
'0:0:28.9,1.1453
'0:0:29.0,1.1457
'0:0:29.1,1.146
'0:0:29.2,1.1457
'0:0:29.3,1.1455
'0:0:29.4,1.1455
'0:0:29.5,1.1456
'0:0:29.6,1.145
'0:0:29.7,1.1441
'0:0:29.8,1.1434
'0:0:29.9,1.1419
'0:0:30.0,1.1404
'0:0:30.1,1.1389
'0:0:30.2,1.1389
'0:0:30.3,1.1394
'0:0:30.4,1.14
'0:0:30.5,1.1409
'0:0:30.6,1.1418
'0:0:30.7,1.1428
'0:0:30.8,1.1436
'0:0:30.9,1.1444
'0:0:31.0,1.1447
'0:0:31.1,1.1452
'0:0:31.2,1.1454
'0:0:31.3,1.1455
'0:0:31.4,1.1457
'0:0:31.5,1.1446
'0:0:31.6,1.1437
'0:0:31.7,1.1435
'0:0:31.8,1.1435
'0:0:31.9,1.1433
'0:0:32.0,1.1435
'0:0:32.1,1.1431
'0:0:32.2,1.1426
'0:0:32.3,1.1422
'0:0:32.4,1.1416
'0:0:32.5,1.141
'0:0:32.6,1.14
'0:0:32.7,1.1391
'0:0:32.8,1.1376
'0:0:32.9,1.1371
'0:0:33.0,1.1375
'0:0:33.1,1.1376
'0:0:33.2,1.1373
'0:0:33.3,1.1373
'0:0:33.4,1.137
'0:0:33.5,1.1371
'0:0:33.6,1.1368
'0:0:33.7,1.1361
'0:0:33.8,1.1356
'0:0:33.9,1.1349
'0:0:34.0,1.135
'0:0:34.1,1.135
'0:0:34.2,1.1351
'0:0:34.3,1.1338
'0:0:34.4,1.1347
'0:0:34.5,1.1354
'0:0:34.6,1.1359
'0:0:34.7,1.1361
'0:0:34.8,1.1362
'0:0:34.9,1.1367
'0:0:35.0,1.1364
'0:0:35.1,1.1363
'0:0:35.2,1.1359
'0:0:35.3,1.136
'0:0:35.4,1.1372
'0:0:35.5,1.1375
'0:0:35.6,1.1375
'0:0:35.7,1.1366
'0:0:35.8,1.1358
'0:0:35.9,1.135
'0:0:36.0,1.1344
'0:0:36.1,1.1336
'0:0:36.2,1.1331
'0:0:36.3,1.1323
'0:0:36.4,1.1318
'0:0:36.5,1.1302
'0:0:36.6,1.1285
'0:0:36.7,1.1279
'0:0:36.8,1.1275
'0:0:36.9,1.1271
'0:0:37.0,1.1267
'0:0:37.1,1.1264
'0:0:37.2,1.1261
'0:0:37.3,1.1252
'0:0:37.4,1.1249
'0:0:37.5,1.1246
'0:0:37.6,1.1237
'0:0:37.7,1.1232
'0:0:37.8,1.1228
'0:0:37.9,1.1223
'0:0:38.0,1.122
'0:0:38.1,1.1221
'0:0:38.2,1.122
'0:0:38.3,1.1217
'0:0:38.4,1.1212
'0:0:38.5,1.1206
'0:0:38.6,1.1202
'0:0:38.7,1.12
'0:0:38.8,1.1198
'0:0:38.9,1.119
'0:0:39.0,1.1182
'0:0:39.1,1.1175
'0:0:39.2,1.1169
'0:0:39.3,1.1164
'0:0:39.4,1.1153
'0:0:39.5,1.1153
'0:0:39.6,1.1152
'0:0:39.7,1.1146
'0:0:39.8,1.1137
'0:0:39.9,1.1137
'0:0:40.0,1.1138
'0:0:40.1,1.1133
'0:0:40.2,1.1128
'0:0:40.3,1.1121
'0:0:40.4,1.1118
'0:0:40.5,1.1114
'0:0:40.6,1.1116
'0:0:40.7,1.1117
'0:0:40.8,1.1107
'0:0:40.9,1.11
'0:0:41.0,1.1093
'0:0:41.1,1.1086
'0:0:41.2,1.1072
'0:0:41.3,1.1049
'0:0:41.4,1.105
'0:0:41.5,1.1053
'0:0:41.6,1.1055
'0:0:41.7,1.1063
'0:0:41.8,1.107
'0:0:41.9,1.1075
'0:0:42.0,1.1079
'0:0:42.1,1.1073
'0:0:42.2,1.1047
'0:0:42.3,1.1017
'0:0:42.4,1.098
'0:0:42.5,1.0923
'0:0:42.6,1.0857
'0:0:42.7,1.0833
'0:0:42.8,1.0826
'0:0:42.9,1.0819
'0:0:43.0,1.0815
'0:0:43.1,1.081
'0:0:43.2,1.0821
'0:0:43.3,1.085
'0:0:43.4,1.0957
'0:0:43.5,1.1008
'0:0:43.6,1.103
'0:0:43.7,1.104
'0:0:43.8,1.1047
'0:0:43.9,1.1054
'0:0:44.0,1.1065
'0:0:44.1,1.1081
'0:0:44.2,1.1086
'0:0:44.3,1.1092
'0:0:44.4,1.1098
'0:0:44.5,1.1108
'0:0:44.6,1.1113
'0:0:44.7,1.1119
'0:0:44.8,1.1126
'0:0:44.9,1.1134
'0:0:45.0,1.114
'0:0:45.1,1.1145
'0:0:45.2,1.115
'0:0:45.3,1.1154
'0:0:45.4,1.1156
'0:0:45.5,1.1152
'0:0:45.6,1.1146
'0:0:45.7,1.1133
'0:0:45.8,1.113
'0:0:45.9,1.1129
'0:0:46.0,1.1131
'0:0:46.1,1.1139
'0:0:46.2,1.1147
'0:0:46.3,1.1159
'0:0:46.4,1.1171
'0:0:46.5,1.1183
'0:0:46.6,1.119
'0:0:46.7,1.1193
'0:0:46.8,1.1186
'0:0:46.9,1.1164
'0:0:47.0,1.1151
'0:0:47.1,1.1187
'0:0:47.2,1.12
'0:0:47.3,1.1203
'0:0:47.4,1.1205
'0:0:47.5,1.121
