Time,GSR
'0:0:0.0,4.6342
'0:0:0.1,4.6363
'0:0:0.2,4.6367
'0:0:0.3,4.6363
'0:0:0.4,4.6342
'0:0:0.5,4.6309
'0:0:0.6,4.6276
'0:0:0.7,4.6230
'0:0:0.8,4.6172
'0:0:0.9,4.6118
'0:0:1.0,4.6065
'0:0:1.1,4.5990
'0:0:1.2,4.5912
'0:0:1.3,4.5842
'0:0:1.4,4.5764
'0:0:1.5,4.5691
'0:0:1.6,4.5613
'0:0:1.7,4.5548
'0:0:1.8,4.5483
'0:0:1.9,4.5418
'0:0:2.0,4.5353
'0:0:2.1,4.5301
'0:0:2.2,4.5244
'0:0:2.3,4.5192
'0:0:2.4,4.5147
'0:0:2.5,4.5095
'0:0:2.6,4.5055
'0:0:2.7,4.5011
'0:0:2.8,4.4971
'0:0:2.9,4.4931
'0:0:3.0,4.4895
'0:0:3.1,4.4859
'0:0:3.2,4.4827
'0:0:3.3,4.4795
'0:0:3.4,4.4767
'0:0:3.5,4.4740
'0:0:3.6,4.4708
'0:0:3.7,4.4684
'0:0:3.8,4.4656
'0:0:3.9,4.4636
'0:0:4.0,4.4617
'0:0:4.1,4.4605
'0:0:4.2,4.4605
'0:0:4.3,4.4609
'0:0:4.4,4.4625
'0:0:4.5,4.4648
'0:0:4.6,4.4684
'0:0:4.7,4.4752
'0:0:4.8,4.4835
'0:0:4.9,4.4939
'0:0:5.0,4.5055
'0:0:5.1,4.5184
'0:0:5.2,4.5317
'0:0:5.3,4.5442
'0:0:5.4,4.5556
'0:0:5.5,4.5662
'0:0:5.6,4.5752
'0:0:5.7,4.5822
'0:0:5.8,4.5883
'0:0:5.9,4.5929
'0:0:6.0,4.5957
'0:0:6.1,4.5970
'0:0:6.2,4.5974
'0:0:6.3,4.5966
'0:0:6.4,4.5945
'0:0:6.5,4.5916
'0:0:6.6,4.5879
'0:0:6.7,4.5834
'0:0:6.8,4.5789
'0:0:6.9,4.5732
'0:0:7.0,4.5678
'0:0:7.1,4.5625
'0:0:7.2,4.5568
'0:0:7.3,4.5519
'0:0:7.4,4.5467
'0:0:7.5,4.5414
'0:0:7.6,4.5365
'0:0:7.7,4.5313
'0:0:7.8,4.5276
'0:0:7.9,4.5240
'0:0:8.0,4.5208
'0:0:8.1,4.5184
'0:0:8.2,4.5164
'0:0:8.3,4.5147
'0:0:8.4,4.5143
'0:0:8.5,4.5151
'0:0:8.6,4.5176
'0:0:8.7,4.5212
'0:0:8.8,4.5256
'0:0:8.9,4.5309
'0:0:9.0,4.5365
'0:0:9.1,4.5422
'0:0:9.2,4.5463
'0:0:9.3,4.5503
'0:0:9.4,4.5536
'0:0:9.5,4.5560
'0:0:9.6,4.5576
'0:0:9.7,4.5581
'0:0:9.8,4.5581
'0:0:9.9,4.5576
'0:0:10.0,4.5564
'0:0:10.1,4.5544
'0:0:10.2,4.5532
'0:0:10.3,4.5515
'0:0:10.4,4.5503
'0:0:10.5,4.5507
'0:0:10.6,4.5532
'0:0:10.7,4.5568
'0:0:10.8,4.5613
'0:0:10.9,4.5654
'0:0:11.0,4.5703
'0:0:11.1,4.5805
'0:0:11.2,4.5879
'0:0:11.3,4.5933
'0:0:11.4,4.5978
'0:0:11.5,4.6023
'0:0:11.6,4.6036
'0:0:11.7,4.5978
'0:0:11.8,4.6056
'0:0:11.9,4.6073
'0:0:12.0,4.6032
'0:0:12.1,4.5970
'0:0:12.2,4.5920
'0:0:12.3,4.5871
'0:0:12.4,4.5834
'0:0:12.5,4.5826
'0:0:12.6,4.5756
'0:0:12.7,4.5662
'0:0:12.8,4.5552
'0:0:12.9,4.5515
'0:0:13.0,4.5398
'0:0:13.1,4.5519
'0:0:13.2,4.5317
'0:0:13.3,4.5212
'0:0:13.4,4.5188
'0:0:13.5,4.5272
'0:0:13.6,4.5196
'0:0:13.7,4.5236
'0:0:13.8,4.5321
'0:0:13.9,4.5256
'0:0:14.0,4.5232
'0:0:14.1,4.5083
'0:0:14.2,4.4983
'0:0:14.3,4.5003
'0:0:14.4,4.4923
'0:0:14.5,4.4839
'0:0:14.6,4.4819
'0:0:14.7,4.4831
'0:0:14.8,4.4843
'0:0:14.9,4.4839
'0:0:15.0,4.4831
'0:0:15.1,4.4779
'0:0:15.2,4.4767
'0:0:15.3,4.4744
'0:0:15.4,4.4720
'0:0:15.5,4.4700
'0:0:15.6,4.4684
'0:0:15.7,4.4680
'0:0:15.8,4.4660
'0:0:15.9,4.4648
'0:0:16.0,4.4625
'0:0:16.1,4.4621
'0:0:16.2,4.4597
'0:0:16.3,4.4589
'0:0:16.4,4.4581
'0:0:16.5,4.4577
'0:0:16.6,4.4557
'0:0:16.7,4.4541
'0:0:16.8,4.4522
'0:0:16.9,4.4486
'0:0:17.0,4.4506
'0:0:17.1,4.4530
'0:0:17.2,4.4498
'0:0:17.3,4.4447
'0:0:17.4,4.4439
'0:0:17.5,4.4439
'0:0:17.6,4.4419
'0:0:17.7,4.4392
'0:0:17.8,4.4400
'0:0:17.9,4.4400
'0:0:18.0,4.4407
'0:0:18.1,4.4403
'0:0:18.2,4.4403
'0:0:18.3,4.4423
'0:0:18.4,4.4419
'0:0:18.5,4.4403
'0:0:18.6,4.4451
'0:0:18.7,4.4466
'0:0:18.8,4.4486
'0:0:18.9,4.4545
'0:0:19.0,4.4561
'0:0:19.1,4.4494
'0:0:19.2,4.4474
'0:0:19.3,4.4490
'0:0:19.4,4.4510
'0:0:19.5,4.4522
'0:0:19.6,4.4498
'0:0:19.7,4.4514
'0:0:19.8,4.4581
'0:0:19.9,4.4601
'0:0:20.0,4.4629
'0:0:20.1,4.4660
'0:0:20.2,4.4672
'0:0:20.3,4.4668
'0:0:20.4,4.4676
'0:0:20.5,4.4700
'0:0:20.6,4.4700
'0:0:20.7,4.4692
'0:0:20.8,4.4688
'0:0:20.9,4.4676
'0:0:21.0,4.4664
'0:0:21.1,4.4644
'0:0:21.2,4.4640
'0:0:21.3,4.4636
'0:0:21.4,4.4632
'0:0:21.5,4.4625
'0:0:21.6,4.4625
'0:0:21.7,4.4621
'0:0:21.8,4.4617
'0:0:21.9,4.4609
'0:0:22.0,4.4601
'0:0:22.1,4.4593
'0:0:22.2,4.4577
'0:0:22.3,4.4557
'0:0:22.4,4.4538
'0:0:22.5,4.4526
'0:0:22.6,4.4506
'0:0:22.7,4.4490
'0:0:22.8,4.4470
'0:0:22.9,4.4455
'0:0:23.0,4.4407
'0:0:23.1,4.4376
'0:0:23.2,4.4396
'0:0:23.3,4.4368
'0:0:23.4,4.4376
'0:0:23.5,4.4403
'0:0:23.6,4.4396
'0:0:23.7,4.4419
'0:0:23.8,4.4309
'0:0:23.9,4.4368
'0:0:24.0,4.4380
'0:0:24.1,4.4400
'0:0:24.2,4.4415
'0:0:24.3,4.4415
'0:0:24.4,4.4443
'0:0:24.5,4.4463
'0:0:24.6,4.4474
'0:0:24.7,4.4490
'0:0:24.8,4.4506
'0:0:24.9,4.4522
'0:0:25.0,4.4541
'0:0:25.1,4.4561
'0:0:25.2,4.4569
'0:0:25.3,4.4569
'0:0:25.4,4.4605
'0:0:25.5,4.4609
'0:0:25.6,4.4613
'0:0:25.7,4.4632
'0:0:25.8,4.4640
'0:0:25.9,4.4640
'0:0:26.0,4.4640
'0:0:26.1,4.4640
'0:0:26.2,4.4632
'0:0:26.3,4.4629
'0:0:26.4,4.4621
'0:0:26.5,4.4601
'0:0:26.6,4.4549
'0:0:26.7,4.4541
'0:0:26.8,4.4549
'0:0:26.9,4.4565
'0:0:27.0,4.4514
'0:0:27.1,4.4486
'0:0:27.2,4.4455
'0:0:27.3,4.4427
'0:0:27.4,4.4400
'0:0:27.5,4.4368
'0:0:27.6,4.4341
'0:0:27.7,4.4317
'0:0:27.8,4.4290
'0:0:27.9,4.4262
'0:0:28.0,4.4231
'0:0:28.1,4.4199
'0:0:28.2,4.4168
'0:0:28.3,4.4145
'0:0:28.4,4.4125
'0:0:28.5,4.4102
'0:0:28.6,4.4082
'0:0:28.7,4.4059
'0:0:28.8,4.4039
'0:0:28.9,4.4016
'0:0:29.0,4.3985
'0:0:29.1,4.3962
'0:0:29.2,4.3946
'0:0:29.3,4.3938
'0:0:29.4,4.3919
'0:0:29.5,4.3907
'0:0:29.6,4.3888
'0:0:29.7,4.3861
'0:0:29.8,4.3822
'0:0:29.9,4.3764
'0:0:30.0,4.3807
'0:0:30.1,4.3814
'0:0:30.2,4.3795
'0:0:30.3,4.3745
'0:0:30.4,4.3741
'0:0:30.5,4.3749
'0:0:30.6,4.3745
'0:0:30.7,4.3726
'0:0:30.8,4.3714
'0:0:30.9,4.3706
'0:0:31.0,4.3695
'0:0:31.1,4.3683
'0:0:31.2,4.3672
'0:0:31.3,4.3664
'0:0:31.4,4.3652
'0:0:31.5,4.3622
'0:0:31.6,4.3637
'0:0:31.7,4.3645
'0:0:31.8,4.3602
'0:0:31.9,4.3637
'0:0:32.0,4.3610
'0:0:32.1,4.3602
'0:0:32.2,4.3610
'0:0:32.3,4.3568
'0:0:32.4,4.3595
'0:0:32.5,4.3564
'0:0:32.6,4.3541
'0:0:32.7,4.3564
'0:0:32.8,4.3537
'0:0:32.9,4.3503
'0:0:33.0,4.3514
'0:0:33.1,4.3506
'0:0:33.2,4.3491
'0:0:33.3,4.3472
'0:0:33.4,4.3510
'0:0:33.5,4.3510
'0:0:33.6,4.3526
'0:0:33.7,4.3533
'0:0:33.8,4.3595
'0:0:33.9,4.3610
'0:0:34.0,4.3637
'0:0:34.1,4.3652
'0:0:34.2,4.3702
'0:0:34.3,4.3768
'0:0:34.4,4.3830
'0:0:34.5,4.3903
'0:0:34.6,4.3989
'0:0:34.7,4.4075
'0:0:34.8,4.4215
'0:0:34.9,4.4309
'0:0:35.0,4.4407
'0:0:35.1,4.4498
'0:0:35.2,4.4609
'0:0:35.3,4.4696
'0:0:35.4,4.4752
'0:0:35.5,4.4787
'0:0:35.6,4.4791
'0:0:35.7,4.4807
'0:0:35.8,4.4819
'0:0:35.9,4.4803
'0:0:36.0,4.4783
'0:0:36.1,4.4752
'0:0:36.2,4.4708
'0:0:36.3,4.4716
'0:0:36.4,4.4668
'0:0:36.5,4.4629
'0:0:36.6,4.4581
