Time,GSR
'0:0:0.0,4.5272
'0:0:0.1,4.5341
'0:0:0.2,4.5410
'0:0:0.3,4.5463
'0:0:0.4,4.5491
'0:0:0.5,4.5499
'0:0:0.6,4.5491
'0:0:0.7,4.5467
'0:0:0.8,4.5430
'0:0:0.9,4.5398
'0:0:1.0,4.5369
'0:0:1.1,4.5349
'0:0:1.2,4.5333
'0:0:1.3,4.5329
'0:0:1.4,4.5337
'0:0:1.5,4.5353
'0:0:1.6,4.5382
'0:0:1.7,4.5414
'0:0:1.8,4.5450
'0:0:1.9,4.5471
'0:0:2.0,4.5479
'0:0:2.1,4.5479
'0:0:2.2,4.5463
'0:0:2.3,4.5438
'0:0:2.4,4.5398
'0:0:2.5,4.5345
'0:0:2.6,4.5280
'0:0:2.7,4.5208
'0:0:2.8,4.5127
'0:0:2.9,4.5039
'0:0:3.0,4.4939
'0:0:3.1,4.4855
'0:0:3.2,4.4767
'0:0:3.3,4.4672
'0:0:3.4,4.4557
'0:0:3.5,4.4514
'0:0:3.6,4.4435
'0:0:3.7,4.4384
'0:0:3.8,4.4380
'0:0:3.9,4.4439
'0:0:4.0,4.4549
'0:0:4.1,4.4700
'0:0:4.2,4.4871
'0:0:4.3,4.5039
'0:0:4.4,4.5188
'0:0:4.5,4.5305
'0:0:4.6,4.5398
'0:0:4.7,4.5459
'0:0:4.8,4.5487
'0:0:4.9,4.5491
'0:0:5.0,4.5479
'0:0:5.1,4.5454
'0:0:5.2,4.5406
'0:0:5.3,4.5349
'0:0:5.4,4.5272
'0:0:5.5,4.5188
'0:0:5.6,4.5087
'0:0:5.7,4.4987
'0:0:5.8,4.4879
'0:0:5.9,4.4775
'0:0:6.0,4.4688
'0:0:6.1,4.4613
'0:0:6.2,4.4553
'0:0:6.3,4.4514
'0:0:6.4,4.4478
'0:0:6.5,4.4463
'0:0:6.6,4.4447
'0:0:6.7,4.4423
'0:0:6.8,4.4388
'0:0:6.9,4.4348
'0:0:7.0,4.4305
'0:0:7.1,4.4258
'0:0:7.2,4.4211
'0:0:7.3,4.4164
'0:0:7.4,4.4110
'0:0:7.5,4.4051
'0:0:7.6,4.3993
'0:0:7.7,4.3931
'0:0:7.8,4.3865
'0:0:7.9,4.3807
'0:0:8.0,4.3741
'0:0:8.1,4.3679
'0:0:8.2,4.3629
