Time,GSR
'0:0:0.0,0.5833
'0:0:0.1,0.5833
'0:0:0.2,0.5832
'0:0:0.3,0.5832
'0:0:0.4,0.5829
'0:0:0.5,0.5825
'0:0:0.6,0.5823
'0:0:0.7,0.5820
'0:0:0.8,0.5817
'0:0:0.9,0.5817
'0:0:1.0,0.5816
'0:0:1.1,0.5815
'0:0:1.2,0.5815
'0:0:1.3,0.5812
'0:0:1.4,0.5810
'0:0:1.5,0.5809
'0:0:1.6,0.5809
'0:0:1.7,0.5808
'0:0:1.8,0.5807
'0:0:1.9,0.5805
'0:0:2.0,0.5801
'0:0:2.1,0.5798
'0:0:2.2,0.5795
'0:0:2.3,0.5791
'0:0:2.4,0.5790
'0:0:2.5,0.5788
'0:0:2.6,0.5785
'0:0:2.7,0.5783
'0:0:2.8,0.5781
'0:0:2.9,0.5780
'0:0:3.0,0.5778
'0:0:3.1,0.5775
'0:0:3.2,0.5773
'0:0:3.3,0.5771
'0:0:3.4,0.5769
'0:0:3.5,0.5767
'0:0:3.6,0.5767
'0:0:3.7,0.5767
'0:0:3.8,0.5766
'0:0:3.9,0.5767
'0:0:4.0,0.5766
'0:0:4.1,0.5767
'0:0:4.2,0.5767
'0:0:4.3,0.5766
'0:0:4.4,0.5764
'0:0:4.5,0.5762
'0:0:4.6,0.5761
'0:0:4.7,0.5760
'0:0:4.8,0.5758
'0:0:4.9,0.5756
'0:0:5.0,0.5754
'0:0:5.1,0.5751
'0:0:5.2,0.5749
'0:0:5.3,0.5747
'0:0:5.4,0.5745
'0:0:5.5,0.5744
'0:0:5.6,0.5740
'0:0:5.7,0.5738
'0:0:5.8,0.5735
'0:0:5.9,0.5732
'0:0:6.0,0.5730
'0:0:6.1,0.5728
'0:0:6.2,0.5725
'0:0:6.3,0.5724
'0:0:6.4,0.5722
'0:0:6.5,0.5719
'0:0:6.6,0.5718
'0:0:6.7,0.5714
'0:0:6.8,0.5711
'0:0:6.9,0.5709
'0:0:7.0,0.5708
'0:0:7.1,0.5706
'0:0:7.2,0.5703
'0:0:7.3,0.5701
'0:0:7.4,0.5698
'0:0:7.5,0.5697
'0:0:7.6,0.5696
'0:0:7.7,0.5694
'0:0:7.8,0.5692
'0:0:7.9,0.5691
'0:0:8.0,0.5689
'0:0:8.1,0.5687
'0:0:8.2,0.5684
'0:0:8.3,0.5681
'0:0:8.4,0.5679
'0:0:8.5,0.5677
'0:0:8.6,0.5675
'0:0:8.7,0.5673
'0:0:8.8,0.5671
