11:06:19:313,0
11:06:20:663,0
11:06:22:486,0
11:06:25:683,0
11:06:27:820,0
11:06:30:262,0
11:06:33:427,0
11:06:35:713,1
11:06:39:325,1
11:06:40:518,1
11:06:42:672,1
11:06:46:713,1
11:06:52:718,1
11:06:55:303,1
11:07:30:239,0
11:07:31:895,0
11:07:35:656,0
11:07:36:865,0
11:07:38:622,0
11:07:40:699,0
11:07:48:368,1
11:07:49:611,1
11:07:55:708,1
11:08:00:204,1
11:08:03:220,1
11:08:04:827,0
11:08:05:871,0
11:08:39:367,0
11:08:40:875,0
11:08:43:674,0
11:08:44:934,0
11:08:49:689,0
11:08:52:031,0
11:08:58:178,1
11:09:05:831,1
11:09:06:925,1
11:09:08:731,1
11:09:12:001,0
11:09:13:840,0
11:09:14:950,0
11:09:48:031,0
11:09:49:273,0
11:09:49:903,0
11:09:51:626,0
11:09:53:978,0
11:09:54:872,0
11:09:57:076,0
11:09:58:352,0
11:10:01:185,0
11:10:02:683,0
11:10:07:586,0
11:10:08:696,0
11:10:09:342,0
11:10:11:794,0
11:10:13:269,0
11:10:19:266,1
11:10:21:363,1
11:10:22:506,1
11:10:56:963,0
11:10:58:139,0
11:10:58:802,0
11:11:00:690,0
11:11:02:878,0
11:11:03:473,0
11:11:04:203,0
11:11:07:317,0
11:11:07:748,0
11:11:14:514,0
11:11:16:154,0
11:11:22:813,0
11:11:27:171,1
11:11:28:280,1
11:11:29:888,1
11:12:05:869,0
11:12:07:451,0
11:12:09:074,0
11:12:10:367,0
11:12:12:305,0
11:12:14:724,0
11:12:16:265,0
11:12:18:683,0
11:12:20:506,0
11:12:25:517,0
11:12:27:140,0
11:12:31:447,0
11:12:38:223,1
11:12:40:724,1
11:13:14:834,0
11:13:16:771,0
11:13:19:959,0
11:13:21:052,0
11:13:22:395,0
11:13:32:036,0
11:13:33:924,0
11:13:41:205,0
11:13:43:127,0
11:13:47:003,1
11:13:48:445,1
11:13:50:184,1
11:14:23:994,0
11:14:26:114,0
11:14:31:326,0
11:14:35:069,0
11:14:45:058,0
11:14:56:247,1
11:15:32:761,0
11:15:34:070,0
11:15:37:201,0
11:15:39:405,0
11:15:43:138,0
11:15:47:778,0
11:15:53:245,0
11:15:57:791,0
11:16:01:188,0
11:16:04:136,1
11:16:08:494,1
11:16:38:692,1
11:16:41:939,0
11:16:43:496,0
11:16:46:279,0
11:16:48:615,0
11:16:52:101,0
11:16:54:984,0
11:16:57:816,1
11:17:01:445,0
11:17:08:469,1
11:17:11:559,1
11:17:14:872,1
11:17:51:034,0
11:17:52:508,0
11:17:55:159,0
11:17:57:528,0
11:18:06:812,1
11:18:10:624,1
11:18:14:384,1
11:18:18:227,1
11:18:21:415,1
11:18:25:011,1
11:19:00:494,0
11:19:02:283,0
11:19:04:404,0
11:19:06:624,0
11:19:14:483,1
11:19:16:305,1
11:19:19:006,1
11:19:21:622,1
11:19:28:614,1
11:19:30:105,1
11:19:32:018,1
11:20:09:091,0
11:20:10:697,0
11:20:15:153,0
11:20:18:185,0
11:20:22:956,1
11:20:27:536,1
11:20:36:581,1
11:20:39:132,1
11:20:41:302,1
