Time,GSR
'0:0:0.0,5.8416
'0:0:0.1,5.8382
'0:0:0.2,5.8359
'0:0:0.3,5.8336
'0:0:0.4,5.8302
'0:0:0.5,5.8279
'0:0:0.6,5.8256
'0:0:0.7,5.8239
'0:0:0.8,5.8222
'0:0:0.9,5.8211
'0:0:1.0,5.8193
'0:0:1.1,5.8188
'0:0:1.2,5.8182
'0:0:1.3,5.8176
'0:0:1.4,5.8176
'0:0:1.5,5.8188
'0:0:1.6,5.8205
'0:0:1.7,5.8233
'0:0:1.8,5.8256
'0:0:1.9,5.8296
'0:0:2.0,5.8325
'0:0:2.1,5.8353
'0:0:2.2,5.8376
'0:0:2.3,5.8399
'0:0:2.4,5.8416
'0:0:2.5,5.8422
'0:0:2.6,5.8416
'0:0:2.7,5.8411
'0:0:2.8,5.8399
'0:0:2.9,5.8382
'0:0:3.0,5.8371
'0:0:3.1,5.8348
'0:0:3.2,5.8325
'0:0:3.3,5.8302
'0:0:3.4,5.8273
'0:0:3.5,5.8245
'0:0:3.6,5.8216
'0:0:3.7,5.8188
'0:0:3.8,5.8159
'0:0:3.9,5.8125
'0:0:4.0,5.8097
'0:0:4.1,5.8068
'0:0:4.2,5.8040
'0:0:4.3,5.8017
'0:0:4.4,5.8000
'0:0:4.5,5.7983
'0:0:4.6,5.7966
'0:0:4.7,5.7960
'0:0:4.8,5.7966
'0:0:4.9,5.8000
'0:0:5.0,5.8085
'0:0:5.1,5.8233
'0:0:5.2,5.8422
'0:0:5.3,5.8664
'0:0:5.4,5.8924
'0:0:5.5,5.9204
'0:0:5.6,5.9479
'0:0:5.7,5.9751
'0:0:5.8,6.0001
'0:0:5.9,6.0240
'0:0:6.0,6.0444
'0:0:6.1,6.0613
'0:0:6.2,6.0752
'0:0:6.3,6.0855
'0:0:6.4,6.0941
'0:0:6.5,6.1014
'0:0:6.6,6.1050
'0:0:6.7,6.1063
'0:0:6.8,6.1050
'0:0:6.9,6.1026
'0:0:7.0,6.1002
'0:0:7.1,6.0965
'0:0:7.2,6.0916
'0:0:7.3,6.0861
'0:0:7.4,6.0782
'0:0:7.5,6.0698
'0:0:7.6,6.0607
'0:0:7.7,6.0510
'0:0:7.8,6.0414
'0:0:7.9,6.0312
'0:0:8.0,6.0210
'0:0:8.1,6.0108
'0:0:8.2,6.0012
'0:0:8.3,5.9923
'0:0:8.4,5.9852
'0:0:8.5,5.9804
'0:0:8.6,5.9798
'0:0:8.7,5.9846
'0:0:8.8,5.9953
'0:0:8.9,6.0102
'0:0:9.0,6.0300
'0:0:9.1,6.0516
'0:0:9.2,6.0752
'0:0:9.3,6.0995
'0:0:9.4,6.1210
'0:0:9.5,6.1412
'0:0:9.6,6.1567
'0:0:9.7,6.1697
'0:0:9.8,6.1790
'0:0:9.9,6.1846
'0:0:10.0,6.1877
'0:0:10.1,6.1896
'0:0:10.2,6.1890
'0:0:10.3,6.1865
'0:0:10.4,6.1827
'0:0:10.5,6.1778
'0:0:10.6,6.1715
'0:0:10.7,6.1647
'0:0:10.8,6.1573
'0:0:10.9,6.1486
'0:0:11.0,6.1394
'0:0:11.1,6.1295
'0:0:11.2,6.1210
'0:0:11.3,6.1142
'0:0:11.4,6.1081
'0:0:11.5,6.1136
'0:0:11.6,6.1253
'0:0:11.7,6.1412
'0:0:11.8,6.1666
'0:0:11.9,6.2014
'0:0:12.0,6.2378
'0:0:12.1,6.2733
'0:0:12.2,6.3046
'0:0:12.3,6.3309
'0:0:12.4,6.3606
'0:0:12.5,6.3801
'0:0:12.6,6.3971
'0:0:12.7,6.4115
'0:0:12.8,6.4233
'0:0:12.9,6.4299
'0:0:13.0,6.4293
'0:0:13.1,6.4319
'0:0:13.2,6.4312
'0:0:13.3,6.4279
'0:0:13.4,6.4286
'0:0:13.5,6.4240
'0:0:13.6,6.4148
'0:0:13.7,6.4023
'0:0:13.8,6.3892
'0:0:13.9,6.3762
'0:0:14.0,6.3580
'0:0:14.1,6.3386
'0:0:14.2,6.3193
'0:0:14.3,6.2994
'0:0:14.4,6.2790
'0:0:14.5,6.2612
'0:0:14.6,6.2429
'0:0:14.7,6.2246
'0:0:14.8,6.2146
'0:0:14.9,6.1996
'0:0:15.0,6.1852
'0:0:15.1,6.1747
'0:0:15.2,6.1647
'0:0:15.3,6.1523
'0:0:15.4,6.1400
'0:0:15.5,6.1289
'0:0:15.6,6.1203
'0:0:15.7,6.1124
'0:0:15.8,6.1050
'0:0:15.9,6.0922
'0:0:16.0,6.0825
'0:0:16.1,6.0752
'0:0:16.2,6.0679
'0:0:16.3,6.0613
'0:0:16.4,6.0577
'0:0:16.5,6.0577
'0:0:16.6,6.0510
'0:0:16.7,6.0528
'0:0:16.8,6.0534
'0:0:16.9,6.0492
'0:0:17.0,6.0468
'0:0:17.1,6.0444
'0:0:17.2,6.0432
'0:0:17.3,6.0420
'0:0:17.4,6.0402
'0:0:17.5,6.0378
'0:0:17.6,6.0348
'0:0:17.7,6.0318
'0:0:17.8,6.0294
'0:0:17.9,6.0258
'0:0:18.0,6.0234
'0:0:18.1,6.0198
'0:0:18.2,6.0162
'0:0:18.3,6.0126
'0:0:18.4,6.0090
'0:0:18.5,6.0054
'0:0:18.6,5.9989
'0:0:18.7,5.9971
'0:0:18.8,5.9935
'0:0:18.9,5.9911
'0:0:19.0,5.9905
'0:0:19.1,5.9905
'0:0:19.2,5.9923
'0:0:19.3,5.9959
'0:0:19.4,6.0001
'0:0:19.5,6.0078
'0:0:19.6,6.0150
'0:0:19.7,6.0240
'0:0:19.8,6.0318
'0:0:19.9,6.0396
'0:0:20.0,6.0444
'0:0:20.1,6.0498
'0:0:20.2,6.0540
'0:0:20.3,6.0528
'0:0:20.4,6.0583
'0:0:20.5,6.0613
'0:0:20.6,6.0607
'0:0:20.7,6.0570
'0:0:20.8,6.0564
'0:0:20.9,6.0552
'0:0:21.0,6.0540
'0:0:21.1,6.0510
'0:0:21.2,6.0462
'0:0:21.3,6.0408
'0:0:21.4,6.0378
'0:0:21.5,6.0354
'0:0:21.6,6.0306
'0:0:21.7,6.0246
'0:0:21.8,6.0192
'0:0:21.9,6.0144
'0:0:22.0,6.0090
'0:0:22.1,6.0048
'0:0:22.2,6.0078
'0:0:22.3,6.0150
'0:0:22.4,6.0294
'0:0:22.5,6.0474
'0:0:22.6,6.0710
'0:0:22.7,6.0989
'0:0:22.8,6.1265
'0:0:22.9,6.1554
'0:0:23.0,6.1834
'0:0:23.1,6.2083
'0:0:23.2,6.2334
'0:0:23.3,6.2530
'0:0:23.4,6.2714
'0:0:23.5,6.2822
'0:0:23.6,6.2905
'0:0:23.7,6.3001
'0:0:23.8,6.3046
'0:0:23.9,6.3058
'0:0:24.0,6.3039
'0:0:24.1,6.2988
'0:0:24.2,6.2911
'0:0:24.3,6.2809
'0:0:24.4,6.2689
'0:0:24.5,6.2562
'0:0:24.6,6.2442
'0:0:24.7,6.2372
'0:0:24.8,6.2253
'0:0:24.9,6.2115
'0:0:25.0,6.1908
'0:0:25.1,6.1771
'0:0:25.2,6.1666
'0:0:25.3,6.1616
'0:0:25.4,6.1462
'0:0:25.5,6.1283
'0:0:25.6,6.1142
'0:0:25.7,6.1093
'0:0:25.8,6.1203
'0:0:25.9,6.1118
'0:0:26.0,6.0868
'0:0:26.1,6.0886
'0:0:26.2,6.0825
'0:0:26.3,6.0685
'0:0:26.4,6.0577
'0:0:26.5,6.0528
'0:0:26.6,6.0246
'0:0:26.7,6.0204
'0:0:26.8,6.0096
'0:0:26.9,6.0432
'0:0:27.0,6.0360
'0:0:27.1,6.0306
'0:0:27.2,6.0282
'0:0:27.3,6.0162
'0:0:27.4,6.0222
'0:0:27.5,6.0096
'0:0:27.6,6.0030
'0:0:27.7,5.9947
'0:0:27.8,5.9882
'0:0:27.9,5.9899
'0:0:28.0,5.9840
'0:0:28.1,5.9793
'0:0:28.2,5.9769
'0:0:28.3,5.9733
'0:0:28.4,5.9704
'0:0:28.5,5.9668
'0:0:28.6,5.9645
'0:0:28.7,5.9609
'0:0:28.8,5.9556
'0:0:28.9,5.9568
'0:0:29.0,5.9568
'0:0:29.1,5.9544
'0:0:29.2,5.9515
'0:0:29.3,5.9503
'0:0:29.4,5.9432
'0:0:29.5,5.9427
'0:0:29.6,5.9444
'0:0:29.7,5.9432
'0:0:29.8,5.9403
'0:0:29.9,5.9385
'0:0:30.0,5.9374
'0:0:30.1,5.9356
'0:0:30.2,5.9344
'0:0:30.3,5.9327
'0:0:30.4,5.9309
'0:0:30.5,5.9286
'0:0:30.6,5.9274
'0:0:30.7,5.9274
'0:0:30.8,5.9280
'0:0:30.9,5.9315
'0:0:31.0,5.9397
'0:0:31.1,5.9527
'0:0:31.2,5.9692
'0:0:31.3,5.9929
'0:0:31.4,6.0198
'0:0:31.5,6.0480
'0:0:31.6,6.0758
'0:0:31.7,6.1020
'0:0:31.8,6.1253
'0:0:31.9,6.1468
'0:0:32.0,6.1647
'0:0:32.1,6.1815
'0:0:32.2,6.1952
'0:0:32.3,6.2052
'0:0:32.4,6.2127
'0:0:32.5,6.2177
'0:0:32.6,6.2202
'0:0:32.7,6.2215
'0:0:32.8,6.2190
'0:0:32.9,6.2140
'0:0:33.0,6.2083
'0:0:33.1,6.2002
'0:0:33.2,6.1915
'0:0:33.3,6.1815
'0:0:33.4,6.1703
'0:0:33.5,6.1598
'0:0:33.6,6.1486
'0:0:33.7,6.1382
'0:0:33.8,6.1277
'0:0:33.9,6.1179
'0:0:34.0,6.1075
'0:0:34.1,6.0983
'0:0:34.2,6.0892
'0:0:34.3,6.0801
'0:0:34.4,6.0710
'0:0:34.5,6.0625
'0:0:34.6,6.0546
'0:0:34.7,6.0480
'0:0:34.8,6.0414
'0:0:34.9,6.0360
'0:0:35.0,6.0312
'0:0:35.1,6.0258
'0:0:35.2,6.0222
'0:0:35.3,6.0192
'0:0:35.4,6.0168
'0:0:35.5,6.0132
'0:0:35.6,6.0108
'0:0:35.7,6.0078
'0:0:35.8,6.0048
'0:0:35.9,6.0024
'0:0:36.0,6.0006
'0:0:36.1,5.9977
'0:0:36.2,5.9947
'0:0:36.3,5.9929
'0:0:36.4,5.9905
'0:0:36.5,5.9870
'0:0:36.6,5.9852
'0:0:36.7,5.9828
'0:0:36.8,5.9804
'0:0:36.9,5.9775
'0:0:37.0,5.9704
'0:0:37.1,5.9716
'0:0:37.2,5.9739
'0:0:37.3,5.9698
'0:0:37.4,5.9686
'0:0:37.5,5.9680
'0:0:37.6,5.9704
'0:0:37.7,5.9721
'0:0:37.8,5.9716
'0:0:37.9,5.9793
'0:0:38.0,5.9822
'0:0:38.1,5.9858
'0:0:38.2,5.9887
'0:0:38.3,5.9882
'0:0:38.4,5.9899
'0:0:38.5,5.9959
'0:0:38.6,5.9941
'0:0:38.7,5.9935
'0:0:38.8,5.9923
'0:0:38.9,5.9905
'0:0:39.0,5.9887
'0:0:39.1,5.9893
'0:0:39.2,5.9858
'0:0:39.3,5.9840
'0:0:39.4,5.9810
'0:0:39.5,5.9757
'0:0:39.6,5.9710
'0:0:39.7,5.9733
'0:0:39.8,5.9686
'0:0:39.9,5.9645
'0:0:40.0,5.9603
'0:0:40.1,5.9568
'0:0:40.2,5.9538
'0:0:40.3,5.9474
'0:0:40.4,5.9485
'0:0:40.5,5.9450
'0:0:40.6,5.9421
'0:0:40.7,5.9391
'0:0:40.8,5.9362
'0:0:40.9,5.9333
'0:0:41.0,5.9274
'0:0:41.1,5.9315
'0:0:41.2,5.9303
'0:0:41.3,5.9297
'0:0:41.4,5.9297
'0:0:41.5,5.9321
'0:0:41.6,5.9362
'0:0:41.7,5.9385
'0:0:41.8,5.9485
'0:0:41.9,5.9597
'0:0:42.0,5.9668
'0:0:42.1,5.9745
'0:0:42.2,5.9816
'0:0:42.3,5.9905
'0:0:42.4,5.9995
'0:0:42.5,6.0054
'0:0:42.6,6.0186
'0:0:42.7,6.0246
'0:0:42.8,6.0324
'0:0:42.9,6.0408
'0:0:43.0,6.0468
'0:0:43.1,6.0498
'0:0:43.2,6.0577
'0:0:43.3,6.0655
'0:0:43.4,6.0691
'0:0:43.5,6.0740
'0:0:43.6,6.0807
'0:0:43.7,6.0904
'0:0:43.8,6.1002
'0:0:43.9,6.1240
'0:0:44.0,6.1449
'0:0:44.1,6.1703
'0:0:44.2,6.1996
'0:0:44.3,6.2309
'0:0:44.4,6.2619
'0:0:44.5,6.2918
'0:0:44.6,6.3270
'0:0:44.7,6.3561
'0:0:44.8,6.3801
'0:0:44.9,6.3997
'0:0:45.0,6.4141
'0:0:45.1,6.4345
'0:0:45.2,6.4471
'0:0:45.3,6.4577
'0:0:45.4,6.4637
'0:0:45.5,6.4630
'0:0:45.6,6.4597
'0:0:45.7,6.4550
'0:0:45.8,6.4497
'0:0:45.9,6.4458
'0:0:46.0,6.4431
'0:0:46.1,6.4431
'0:0:46.2,6.4425
'0:0:46.3,6.4411
'0:0:46.4,6.4392
'0:0:46.5,6.4405
'0:0:46.6,6.4378
'0:0:46.7,6.4332
'0:0:46.8,6.4273
'0:0:46.9,6.4220
'0:0:47.0,6.4154
'0:0:47.1,6.4082
'0:0:47.2,6.3984
'0:0:47.3,6.3886
'0:0:47.4,6.3775
'0:0:47.5,6.3671
'0:0:47.6,6.3561
'0:0:47.7,6.3438
'0:0:47.8,6.3309
'0:0:47.9,6.3167
'0:0:48.0,6.3039
'0:0:48.1,6.2899
