04:01:59:684,0
04:02:01:335,1
04:04:17:424,0
04:13:09:477,1
04:13:16:543,0
04:13:21:496,0
04:13:26:582,0
04:13:29:382,0
04:13:39:297,1
04:13:42:660,0
04:13:54:645,1
04:14:31:867,1
04:14:35:429,0
04:14:39:040,0
04:14:42:967,0
04:14:47:115,1
04:14:49:219,0
04:14:51:604,0
04:15:01:544,1
04:15:34:398,0
04:15:45:588,1
04:15:48:735,0
04:15:52:098,0
04:15:55:760,1
04:16:03:436,0
04:16:10:063,1
04:16:44:802,1
04:16:48:629,0
04:16:50:375,1
04:16:56:438,0
04:17:02:502,1
04:17:10:924,1
04:17:59:248,1
04:18:15:789,0
04:18:20:336,0
04:18:27:708,1
04:18:31:457,0
04:19:05:948,1
04:19:10:735,0
04:19:14:536,0
04:19:18:728,1
04:19:20:418,1
04:19:24:013,0
04:19:27:641,0
04:19:29:927,1
04:19:37:174,1
04:20:03:472,1
04:20:12:990,1
04:20:17:942,1
04:20:20:129,0
04:20:27:410,1
04:20:32:579,1
04:20:35:494,0
04:20:46:452,1
04:21:11:408,1
04:21:21:820,1
04:21:25:979,1
04:21:28:531,0
04:21:29:507,1
04:21:33:219,0
04:21:37:384,0
04:21:37:815,1
04:21:39:936,1
04:21:41:906,0
04:21:42:388,0
04:21:45:254,0
04:21:47:307,1
04:21:48:368,0
04:21:48:798,1
04:21:51:151,0
04:21:51:582,1
04:21:54:175,1
04:21:56:096,0
04:21:56:494,1
04:21:57:207,1
04:21:58:366,0
04:21:58:714,0
04:21:59:260,1
04:22:22:279,1
04:22:29:079,1
04:22:33:055,1
04:22:33:601,0
04:22:38:903,1
04:22:41:222,0
04:22:45:000,1
04:22:47:176,1
04:22:51:135,0
04:22:54:498,0
04:22:59:169,1
04:23:01:141,1
04:23:04:365,0
04:23:07:693,0
04:23:29:320,1
04:23:41:819,1
04:23:46:111,0
04:23:50:119,0
04:23:51:676,0
04:23:54:062,1
04:23:54:609,0
04:24:00:961,0
04:24:04:292,0
04:24:04:672,1
04:24:06:991,0
04:24:09:295,0
04:24:14:529,0
04:24:16:457,0
04:24:17:170,1
04:24:43:848,1
04:24:48:636,1
04:24:52:867,1
04:24:54:938,0
04:25:00:338,0
04:25:03:635,0
04:25:05:823,1
04:25:08:232,1
04:25:08:680,0
04:25:09:741,0
04:25:11:347,0
04:25:12:922,0
04:25:16:665,0
04:25:18:686,1
04:25:19:630,1
04:25:20:957,1
04:25:23:061,1
04:25:25:363,0
04:25:26:366,1
04:25:44:168,1
04:25:46:007,1
04:25:46:338,1
04:25:54:042,0
04:25:55:780,1
04:25:57:586,0
04:25:57:902,1
04:26:04:141,1
04:26:09:458,1
04:26:09:790,0
04:26:14:594,1
04:26:16:950,1
04:26:19:065,0
04:26:21:152,0
04:26:22:245,0
04:26:23:703,1
04:26:28:690,1
04:26:29:634,1
04:26:31:970,1
04:26:34:272,0
04:26:35:266,1
04:26:54:680,1
04:27:02:980,0
04:27:04:206,1
04:27:08:712,1
04:27:11:644,0
04:27:13:225,0
04:27:14:899,1
04:27:17:136,0
04:27:18:959,0
04:27:24:177,1
04:27:26:164,0
04:27:27:937,0
04:27:29:618,0
04:27:31:672,0
04:27:33:296,1
04:27:37:371,1
04:27:40:304,1
04:27:42:275,1
04:27:42:871,0
04:27:44:645,1
