,Epoch,HR,PC_HR,HR_MIN,HR_MAX,HRV,PC_HRV,HRV_MIN,HRV_MAX,BR,PC_BR,BR_MIN,BR_MAX,GSR,PC_GSR,GSR_MIN,GSR_MAX,Feedback
2019-03-13 04:05:15,13,80.0,-6.22268139553365,80.0,80.0,29.666666666666668,16.3476025879642,29.0,30.0,12.33333333333339,-14.129494138934415,12.2,12.4,4.824303333333318,179.15417283401905,4.759850000000001,4.90311,3.0
2019-03-13 04:05:16,13,80.0,-6.22268139553365,80.0,80.0,30.0,17.654879021536825,30.0,30.0,12.400000000000057,-13.665329242388118,12.4,12.4,4.782636666666652,176.743166919918,4.759850000000001,4.809949999999999,3.0
2019-03-13 04:05:17,13,79.66666666666667,-6.6134202230522545,79.0,80.0,30.0,17.654879021536825,30.0,30.0,12.400000000000057,-13.665329242388118,12.4,12.4,4.810389999999986,178.3490897391825,4.759850000000001,4.893210000000001,3.0
2019-03-13 04:05:18,13,79.0,-7.394897878089479,78.0,80.0,30.0,17.654879021536825,30.0,30.0,12.400000000000057,-13.665329242388118,12.4,12.4,4.831546666666653,179.57330210212646,4.77811,4.893210000000001,3.0
2019-03-13 04:05:19,13,78.0,-8.56711436064531,77.0,79.0,30.0,17.654879021536825,30.0,30.0,12.400000000000057,-13.665329242388118,12.4,12.4,4.82206333333332,179.0245571560771,4.74966,4.893210000000001,3.0
2019-03-13 04:05:20,13,77.33333333333333,-9.348592015682534,77.0,78.0,30.0,17.654879021536825,30.0,30.0,12.466666666666725,-13.201164345841809,12.4,12.6,4.7896766666666535,177.15053047916462,4.74966,4.82332,3.0
2019-03-13 04:05:21,13,77.33333333333333,-9.348592015682534,77.0,78.0,30.333333333333332,18.962155455109453,30.0,31.0,12.533333333333394,-12.7369994492955,12.4,12.6,4.841759999999987,180.164287871791,4.74966,4.979570000000001,3.0
2019-03-13 04:05:22,13,78.33333333333333,-8.176375533126706,77.0,80.0,30.666666666666668,20.269431888682092,30.0,31.0,12.60000000000006,-12.272834552749204,12.6,12.6,4.927219999999987,185.10935744184883,4.79605,5.00604,3.0
2019-03-13 04:05:23,13,80.33333333333333,-5.831942568015045,78.0,83.0,30.666666666666668,20.269431888682092,30.0,31.0,12.60000000000006,-12.272834552749204,12.6,12.6,5.036319999999987,191.42233532733104,4.979570000000001,5.12335,3.0
2019-03-13 04:05:24,13,82.66666666666667,-3.0967707753847664,80.0,85.0,30.333333333333332,18.962155455109453,30.0,31.0,12.566666666666727,-12.504917001022351,12.5,12.6,5.084396666666653,194.2042503912574,5.00604,5.1238,3.0
2019-03-13 04:05:25,13,84.66666666666667,-0.7523378102731073,83.0,86.0,30.333333333333332,18.962155455109453,30.0,31.0,12.533333333333394,-12.7369994492955,12.5,12.6,5.1393399999999865,197.38349922982763,5.12335,5.17087,3.0
2019-03-13 04:05:26,13,85.0,-0.3615989827545031,84.0,86.0,30.666666666666668,20.269431888682092,30.0,31.0,12.600000000000058,-12.272834552749215,12.5,12.8,5.1500133333333205,198.0011025047838,5.1238,5.17087,3.0
2019-03-13 04:05:27,13,83.66666666666667,-1.9245542928289368,81.0,86.0,31.0,21.57670832225472,31.0,31.0,12.70000000000006,-11.576587207929759,12.5,12.8,5.1709866666666535,199.21470644170572,5.15537,5.186719999999999,3.0
2019-03-13 04:05:28,13,81.33333333333333,-4.659726085459217,79.0,84.0,31.0,21.57670832225472,31.0,31.0,12.766666666666728,-11.11242231138345,12.7,12.8,5.18445333333332,199.99394355314314,5.15537,5.21127,3.0
2019-03-13 04:05:29,13,79.0,-7.394897878089479,77.0,81.0,31.0,21.57670832225472,31.0,31.0,12.733333333333396,-11.344504759656585,12.7,12.8,5.16460333333332,198.84534033566538,5.095819999999999,5.21127,3.0
2019-03-13 04:05:30,13,77.0,-9.739330843201138,75.0,79.0,31.333333333333332,22.883984755827345,31.0,32.0,12.766666666666728,-11.11242231138345,12.7,12.9,5.13991333333332,197.4166746712057,5.095819999999999,5.21127,3.0
2019-03-13 04:05:31,13,75.33333333333333,-11.693024980794192,74.0,77.0,31.666666666666668,24.191261189399988,31.0,32.0,12.833333333333394,-10.648257414837152,12.7,12.9,5.144666666666654,197.69172222588637,5.095819999999999,5.22553,3.0
2019-03-13 04:05:32,13,74.66666666666667,-12.474502635831401,74.0,75.0,32.0,25.498537622972616,32.0,32.0,13.066666666666729,-9.023680276925102,12.9,13.4,5.193729999999987,200.53072990985865,5.1126499999999995,5.24301,3.0
2019-03-13 04:05:33,13,75.66666666666667,-11.302286153275572,74.0,78.0,32.333333333333336,26.80581405654526,32.0,33.0,13.233333333333396,-7.863268035559348,12.9,13.4,5.20383333333332,201.11535062390988,5.14296,5.24301,3.0
2019-03-13 04:05:34,13,78.0,-8.56711436064531,75.0,81.0,32.666666666666664,28.11309049011787,32.0,33.0,13.36666666666673,-6.934938242466755,13.3,13.4,5.173636666666654,199.36804641784255,5.13494,5.24301,3.0
2019-03-13 04:05:35,13,80.66666666666667,-5.441203740496425,78.0,83.0,33.0,29.420366923690512,33.0,33.0,13.333333333333398,-7.167020690739891,13.3,13.4,5.1348333333333205,197.12272483015852,5.126600000000001,5.14296,3.0
2019-03-13 04:05:36,13,82.66666666666667,-3.0967707753847664,81.0,84.0,32.666666666666664,28.11309049011787,32.0,33.0,13.26666666666673,-7.631185587286199,13.2,13.3,5.12978333333332,196.83051091336944,5.126600000000001,5.13494,3.0
